0,98.19884038,97.17459405,95.68250468,1.145256777,0.630519561,0.432016755
1,98.00029264,97.04909705,95.26824142,0.869732112,0.602360931,0.420153868
2,97.5876602,96.92345573,94.85215693,0.763681316,0.579868955,0.408676974
3,97.27597705,96.51755383,94.43431114,0.739042998,0.577151921,0.378503821
4,97.12615234,96.24880627,94.22272213,0.702907135,0.560510891,0.333693878
5,96.59852363,95.77571219,93.83874559,0.613116502,0.555099962,0.314235372
6,96.46648913,95.4900119,93.45305259,0.585193489,0.500465769,0.312552525
7,96.13237471,95.20240292,92.32082535,0.555916461,0.468890081,0.30498586
8,96.00912021,94.9129154,91.89372105,0.531507728,0.445179603,0.302792523
9,95.77777157,94.62158036,91.46529937,0.498069994,0.407105867,0.294170193
10,95.54467186,94.03349635,91.0356267,0.423803735,0.395849646,0.253958243
