Time,UEId,PosX,PosY,VelX,VelY,Direction,SourceBsId,SourceDis,SourceSinr,SourceRsrp,TargetBsId,TargetDis,TargetSinr,TargetRsrp,TTT,HOM
1,29,2492.76,2505.34,-2.41485,1.78003,2.50639,12,8.89894,65.0991,-24.7585,13,826.683,-69.521,-96.7424,1,2
2,29,2498.27,2507.7,2.75872,1.17874,0.403799,12,8.72793,65.1965,-24.4965,13,824.303,-71.4362,-98.8476,1,2
3,29,2503.79,2510.06,2.75872,1.17874,0.403799,12,12.0483,58.7311,-31.8052,13,821.959,-66.6479,-97.1337,1,2
4,29,2509.31,2512.41,2.75872,1.17874,0.403799,12,16.9159,53.9648,-35.3317,13,819.652,-58.5306,-96.0904,1,2
5,29,2514.83,2514.77,2.75872,1.17874,0.403799,12,22.3413,47.1584,-43.2487,17,817.327,-57.7983,-99.977,1,2
6,29,2520.34,2517.13,2.75872,1.17874,0.403799,12,28.0021,46.3617,-43.3801,17,811.86,-55.3058,-98.7591,1,2
7,29,2521.71,2511.29,0.684606,-2.92084,-1.34057,12,25.822,47.0551,-42.6076,17,810.381,-56.1147,-98.9561,1,2
8,29,2523.08,2505.44,0.684606,-2.92084,-1.34057,12,24.9285,45.1284,-44.3974,17,808.945,-54.7935,-97.1197,1,2
9,29,2524.45,2499.6,0.684606,-2.92084,-1.34057,12,25.4575,46.0562,-43.467,17,807.55,-54.3468,-97.9619,1,2
10,29,2525.82,2493.76,0.684606,-2.92084,-1.34057,12,27.3265,46.7385,-43.9321,17,806.197,-52.7089,-96.0201,1,2
11,29,2527.19,2487.92,0.684606,-2.92084,-1.34057,12,30.2885,45.8611,-43.6876,17,804.888,-51.9779,-96.4864,1,2
12,29,2522.37,2484.35,-2.41041,-1.78604,-2.5039,12,27.5821,45.2369,-43.8423,17,809.765,-53.5547,-96.9944,1,2
13,29,2517.55,2480.77,-2.41041,-1.78604,-2.5039,12,26.0028,48.0177,-41.7028,17,814.657,-52.9972,-96.5084,1,2
14,29,2512.73,2477.2,-2.41041,-1.78604,-2.5039,12,25.759,47.2926,-41.9219,11,811.319,-55.9203,-98.2929,1,2
15,29,2507.91,2473.63,-2.41041,-1.78604,-2.5039,12,26.8868,46.7615,-43.1204,11,807.68,-53.339,-97.3756,1,2
16,29,2503.08,2470.06,-2.41041,-1.78604,-2.5039,12,29.228,44.3926,-45.4274,11,804.069,-57.9455,-101.06,1,2
17,29,2508.06,2466.71,2.48962,-1.67386,-0.591917,12,33.537,42.7682,-46.8434,11,800.762,-48.5311,-96.3575,1,2
18,29,2513.04,2463.36,2.48962,-1.67386,-0.591917,12,38.3038,39.5304,-50.5369,11,797.487,-47.4749,-96.3108,1,2
19,29,2518.02,2460.02,2.48962,-1.67386,-0.591917,12,43.3778,39.5056,-49.9088,11,794.243,-44.0884,-97.2866,1,2
20,29,2523,2456.67,2.48962,-1.67386,-0.591917,12,48.663,39.2839,-51.4926,11,791.032,-44.6029,-96.9626,1,2
21,29,2527.98,2453.32,2.48962,-1.67386,-0.591917,12,54.0974,38.651,-50.7854,11,787.853,-42.4953,-97.23,1,2
22,29,2521.98,2453.48,-2.99891,0.0808788,3.11463,12,50.9913,37.0046,-51.7503,11,787.817,-45.6772,-97.2206,1,2
23,29,2515.99,2453.64,-2.99891,0.0808788,3.11463,12,48.4323,35.8331,-53.6451,11,787.827,-43.658,-94.7247,1,2
24,29,2509.99,2453.81,-2.99891,0.0808788,3.11463,12,46.5109,38.5759,-52.0854,11,787.882,-45.5712,-97.8663,1,2
25,29,2503.99,2453.97,-2.99891,0.0808788,3.11463,12,45.3083,40.8295,-48.9997,11,787.983,-47.6658,-97.8223,1,2
26,29,2497.99,2454.13,-2.99891,0.0808788,3.11463,12,44.8823,38.4278,-51.0248,11,788.13,-43.9704,-96.5284,1,2
27,29,2503.63,2456.18,2.81986,1.02391,0.348302,12,43.0729,37.1515,-52.6997,11,790.19,-46.6966,-98.1065,1,2
28,29,2509.27,2458.22,2.81986,1.02391,0.348302,12,42.0491,37.3815,-52.1254,11,792.291,-45.5277,-96.3849,1,2
29,29,2514.91,2460.27,2.81986,1.02391,0.348302,12,41.8686,39.1325,-50.3795,11,794.432,-48.155,-97.5308,1,2
30,29,2520.55,2462.32,2.81986,1.02391,0.348302,12,42.5422,37.3319,-52.4057,11,796.612,-51.6621,-99.1567,1,2
31,29,2526.19,2464.37,2.81986,1.02391,0.348302,12,44.0305,35.8954,-53.9349,11,798.831,-44.7345,-96.3362,1,2
