Time,UEId,PosX,PosY,VelX,VelY,Direction,SourceBsId,SourceDis,SourceSinr,SourceRsrp,TargetBsId,TargetDis,TargetSinr,TargetRsrp,TTT,HOM
1,32,2508.83,2498.27,2.94376,-0.578169,-0.193936,12,9.85868,63.1211,-26.7627,17,823.169,-71.6164,-99.4013,1,0.3
2,32,2514.13,2495.45,2.64986,-1.4065,-0.487971,12,15.5413,54.6238,-34.9176,17,817.877,-61.2168,-96.808,1,0.3
3,32,2519.43,2492.64,2.64986,-1.4065,-0.487971,12,21.3979,51.0574,-38.3027,17,812.594,-57.1358,-95.1516,1,0.3
4,32,2524.73,2489.83,2.64986,-1.4065,-0.487971,12,27.3168,46.0225,-43.3796,17,807.322,-55.382,-97.3427,1,0.3
5,32,2530.03,2487.01,2.64986,-1.4065,-0.487971,12,33.2648,42.7666,-46.8856,17,802.059,-50.8102,-96.9186,1,0.3
6,32,2535.33,2484.2,2.64986,-1.4065,-0.487971,12,39.2286,40.4462,-48.7812,17,796.808,-48.1024,-96.9315,1,0.3
7,32,2538.5,2489.29,1.58732,2.54566,1.01325,12,40.6799,37.544,-51.3674,17,793.555,-46.6024,-95.3973,1,0.3
8,32,2541.68,2494.38,1.58732,2.54566,1.01325,12,42.9281,40.9298,-47.5285,17,790.334,-46.6359,-96.7799,1,0.3
9,32,2544.85,2499.47,1.58732,2.54566,1.01325,12,45.8563,37.3311,-51.7567,17,787.146,-45.8752,-97.6836,1,0.3
10,32,2548.03,2504.57,1.58732,2.54566,1.01325,12,49.3434,37.2558,-52.0314,17,783.991,-44.4418,-96.9899,1,0.3
11,32,2551.2,2509.66,1.58732,2.54566,1.01325,12,53.2798,34.3923,-55.9378,17,780.87,-41.1273,-96.5611,1,0.3
12,32,2545.56,2511.71,-2.81957,1.0247,2.79301,12,48.2665,35.8423,-54.6987,17,786.539,-42.0411,-96.2909,1,0.3
13,32,2539.92,2513.76,-2.81957,1.0247,2.79301,12,43.5038,40.207,-49.2191,17,792.213,-44.2952,-95.3975,1,0.3
14,32,2534.29,2515.81,-2.81957,1.0247,2.79301,12,39.0832,41.4105,-48.9111,17,797.891,-46.4039,-96.2994,1,0.3
