Time,UEId,PosX,PosY,VelX,VelY,Direction,SourceBsId,SourceDis,SourceSinr,SourceRsrp,TargetBsId,TargetDis,TargetSinr,TargetRsrp,TTT,HOM
1,28,2499.32,2497.08,-0.225683,-0.974201,-1.79844,12,1.94954,88.7398,-1.32439,11,831.077,-95.815,-96.9962,1,2
2,28,2497.32,2497.01,-0.999469,-0.0325895,-3.109,12,2.60004,84.0173,-6.32634,11,831.014,-92.0345,-97.8319,1,2
3,28,2495.33,2496.95,-0.999469,-0.0325895,-3.109,12,4.20948,73.4755,-16.6265,7,829.328,-83.3856,-96.619,1,2
4,28,2493.33,2496.88,-0.999469,-0.0325895,-3.109,12,6.05634,69.0452,-20.0705,7,827.329,-78.2407,-96.979,1,2
5,28,2491.33,2496.82,-0.999469,-0.0325895,-3.109,12,7.97739,64.4634,-24.4177,7,825.33,-75.287,-99.4914,1,2
6,28,2489.33,2496.75,-0.999469,-0.0325895,-3.109,12,9.92966,63.296,-25.5773,7,823.331,-70.5827,-98.2992,1,2
7,28,2491.31,2496.49,0.991719,-0.128429,-0.128785,12,8.08621,62.7123,-26.4647,7,825.316,-77.972,-100.716,1,2
8,28,2493.3,2496.24,0.991719,-0.128429,-0.128785,12,6.3384,69.04,-21.2097,7,827.3,-80.1422,-99.0232,1,2
9,28,2495.28,2495.98,0.991719,-0.128429,-0.128785,12,4.79206,74.2572,-15.5713,7,829.284,-83.6314,-99.3885,1,2
10,28,2497.26,2495.72,0.991719,-0.128429,-0.128785,12,3.70841,77.3761,-12.7377,11,829.726,-86.2571,-97.6898,1,2
11,28,2499.25,2495.47,0.991719,-0.128429,-0.128785,12,3.54131,76.8995,-11.8612,11,829.467,-85.6195,-98.035,1,2
12,28,2500.19,2497.23,0.470424,0.882441,1.08103,12,2.12904,86.6072,-3.48762,11,831.233,-96.6521,-99.529,1,2
13,28,2501.13,2499,0.470424,0.882441,1.08103,12,2.12715,87.1451,-2.83503,17,830.873,-97.8605,-100.007,1,2
14,28,2502.07,2500.76,0.470424,0.882441,1.08103,12,3.5379,77.6018,-12.3094,17,829.934,-89.6663,-100.926,1,2
15,28,2503.01,2502.53,0.470424,0.882441,1.08103,12,5.33935,69.8543,-19.5081,17,828.999,-80.2103,-98.0861,1,2
16,28,2503.95,2504.29,0.470424,0.882441,1.08103,12,7.24573,66.9783,-22.1642,13,827.723,-74.4089,-98.7214,1,2
17,28,2504.31,2506.26,0.177881,0.984052,1.39196,12,8.99174,63.3011,-26.1516,13,825.757,-72.9934,-97.8038,1,2
18,28,2504.66,2508.23,0.177881,0.984052,1.39196,12,10.826,61.8854,-27.8572,13,823.792,-74.0468,-100.671,1,2
19,28,2505.02,2510.2,0.177881,0.984052,1.39196,12,12.7103,58.0863,-31.5632,13,821.826,-66.7518,-97.9662,1,2
20,28,2505.37,2512.16,0.177881,0.984052,1.39196,12,14.6254,55.1848,-34.0738,13,819.861,-66.6972,-99.4526,1,2
21,28,2505.73,2514.13,0.177881,0.984052,1.39196,12,16.5606,53.9478,-35.575,13,817.896,-62.4808,-97.8924,1,2
22,28,2504.06,2515.23,-0.835399,0.549643,2.55966,12,17.0012,52.6839,-36.5258,13,816.784,-60.6049,-96.89,1,2
23,28,2502.39,2516.33,-0.835399,0.549643,2.55966,12,17.6586,53.866,-35.5634,13,815.676,-63.8117,-98.3685,1,2
24,28,2500.72,2517.43,-0.835399,0.549643,2.55966,12,18.5097,53.2203,-36.2355,13,814.572,-61.9421,-98.4245,1,2
25,28,2499.05,2518.53,-0.835399,0.549643,2.55966,12,19.5293,48.7061,-39.9735,13,813.471,-62.5479,-97.9721,1,2
26,28,2497.37,2519.63,-0.835399,0.549643,2.55966,12,20.6925,50.873,-38.8863,13,812.373,-60.0532,-98.134,1,2
27,28,2496.17,2518.03,-0.603743,-0.797179,-2.21898,12,19.2439,52.432,-37.5468,13,813.971,-55.7973,-95.2428,1,2
28,28,2494.96,2516.44,-0.603743,-0.797179,-2.21898,12,17.9018,51.9572,-37.6755,13,815.57,-61.1478,-99.3262,1,2
29,28,2493.75,2514.85,-0.603743,-0.797179,-2.21898,12,16.6919,56.1899,-33.8609,13,817.171,-60.9081,-96.7564,1,2
30,28,2492.54,2513.25,-0.603743,-0.797179,-2.21898,12,15.6451,53.6282,-36.3871,13,818.774,-61.7452,-96.9241,1,2
31,28,2491.34,2511.66,-0.603743,-0.797179,-2.21898,12,14.7958,53.5769,-36.1131,13,820.379,-61.6727,-96.4905,1,2
32,28,2493.23,2512.3,0.946022,0.324102,0.330062,12,14.5026,58.1534,-31.7151,13,819.715,-67.6109,-97.3838,1,2
33,28,2495.12,2512.95,0.946022,0.324102,0.330062,12,14.4823,55.8987,-32.8873,13,819.056,-64.7895,-100.135,1,2
34,28,2497.01,2513.6,0.946022,0.324102,0.330062,12,14.7359,54.1026,-34.7961,13,818.401,-63.5654,-98.1615,1,2
35,28,2498.91,2514.25,0.946022,0.324102,0.330062,12,15.2499,53.8407,-35.6783,13,817.75,-59.9514,-96.8283,1,2
36,28,2500.8,2514.9,0.946022,0.324102,0.330062,12,15.9991,54.5172,-35.0245,13,817.104,-66.8177,-98.3034,1,2
37,28,2499.34,2516.26,-0.73049,0.682924,2.38983,12,17.2669,54.9343,-34.9427,13,815.736,-58.3825,-95.4717,1,2
38,28,2497.88,2517.63,-0.73049,0.682924,2.38983,12,18.6634,55.3236,-35.0056,13,814.371,-63.4064,-100.771,1,2
39,28,2496.41,2519,-0.73049,0.682924,2.38983,12,20.1618,53.0075,-36.6846,13,813.009,-57.5257,-95.7193,1,2
40,28,2494.95,2520.36,-0.73049,0.682924,2.38983,12,21.7411,49.5931,-39.7185,13,811.649,-58.9674,-97.0496,1,2
41,28,2493.49,2521.73,-0.73049,0.682924,2.38983,12,23.3849,50.3347,-39.9985,13,810.292,-57.7152,-97.4074,1,2
42,28,2492.72,2523.57,-0.387778,0.921753,1.96902,12,25.3612,49.0824,-41.0372,13,808.454,-55.6904,-96.6252,1,2
43,28,2491.94,2525.41,-0.387778,0.921753,1.96902,12,27.341,44.4239,-44.7979,13,806.617,-50.5525,-95.8389,1,2
44,28,2491.17,2527.26,-0.387778,0.921753,1.96902,12,29.3235,42.8567,-46.079,13,804.781,-50.7876,-97.4308,1,2
45,28,2490.39,2529.1,-0.387778,0.921753,1.96902,12,31.3082,42.4747,-47.7322,13,802.945,-52.2156,-98.1959,1,2
46,28,2489.61,2530.94,-0.387778,0.921753,1.96902,12,33.2948,41.8781,-47.9353,13,801.11,-48.0656,-95.2993,1,2
47,28,2487.63,2531.16,-0.994172,0.107805,3.03358,12,34.1122,40.3076,-48.8673,13,800.921,-49.852,-97.046,1,2
48,28,2485.64,2531.38,-0.994172,0.107805,3.03358,12,35.0248,42.8637,-46.8487,13,800.736,-49.2168,-97.8333,1,2
49,28,2483.65,2531.59,-0.994172,0.107805,3.03358,12,36.0255,42.9211,-47.2471,13,800.556,-49.5912,-98.3503,1,2
50,28,2481.66,2531.81,-0.994172,0.107805,3.03358,12,37.107,40.6099,-49.1059,13,800.381,-46.7484,-96.9281,1,2
51,28,2479.67,2532.02,-0.994172,0.107805,3.03358,12,38.2627,41.7774,-47.211,13,800.211,-52.3292,-99.5471,1,2
52,28,2478.24,2533.42,-0.714016,0.70013,2.36601,12,40.1959,39.2761,-49.7165,13,798.847,-45.6479,-95.3025,1,2
53,28,2476.82,2534.82,-0.714016,0.70013,2.36601,12,42.1354,38.2334,-51.6069,13,797.485,-49.1284,-98.5439,1,2
54,28,2475.39,2536.22,-0.714016,0.70013,2.36601,12,44.0803,38.4265,-51.1943,13,796.127,-46.1544,-99.1067,1,2
55,28,2473.96,2537.62,-0.714016,0.70013,2.36601,12,46.0299,38.6508,-51.5227,13,794.771,-44.2882,-96.5296,1,2
56,28,2472.53,2539.02,-0.714016,0.70013,2.36601,12,47.9836,38.3128,-51.2075,13,793.418,-43.0651,-94.9978,1,2
57,28,2473.61,2537.34,0.540799,-0.841152,-0.99941,12,45.9838,35.9537,-53.3778,13,795.064,-46.4746,-98.584,1,2
58,28,2474.7,2535.66,0.540799,-0.841152,-0.99941,12,43.984,38.3764,-51.2643,13,796.711,-44.0135,-95.9686,1,2
59,28,2475.78,2533.98,0.540799,-0.841152,-0.99941,12,41.9842,40.2536,-49.7658,13,798.361,-47.7101,-98.5023,1,2
60,28,2476.86,2532.29,0.540799,-0.841152,-0.99941,12,39.9844,37.2575,-52.3845,13,800.012,-51.4044,-99.3678,1,2
61,28,2477.94,2530.61,0.540799,-0.841152,-0.99941,12,37.9847,38.6376,-51.4934,13,801.664,-44.5609,-97.3925,1,2
62,28,2478.56,2532.51,0.311954,0.950097,1.25355,12,39.2517,39.0063,-51.0075,13,799.749,-45.5123,-94.8931,1,2
63,28,2479.19,2534.41,0.311954,0.950097,1.25355,12,40.5778,35.7024,-53.3529,13,797.833,-49.7488,-98.5758,1,2
64,28,2479.81,2536.31,0.311954,0.950097,1.25355,12,41.9574,38.0818,-51.278,13,795.918,-45.1882,-96.4364,1,2
65,28,2480.44,2538.21,0.311954,0.950097,1.25355,12,43.3853,41.5569,-48.4413,13,794.004,-47.3087,-95.9908,1,2
66,28,2481.06,2540.11,0.311954,0.950097,1.25355,12,44.8569,38.8568,-50.8613,13,792.09,-44.5919,-96.1301,1,2
67,28,2479.06,2540.01,-0.998683,-0.0512977,-3.09027,12,45.6001,38.0724,-51.2484,13,792.24,-50.3675,-99.8138,1,2
68,28,2477.07,2539.91,-0.998683,-0.0512977,-3.09027,12,46.4177,36.4229,-52.8248,13,792.395,-50.1452,-101.32,1,2
69,28,2475.07,2539.81,-0.998683,-0.0512977,-3.09027,12,47.3057,40.2662,-50.0037,13,792.556,-44.5295,-97.4432,1,2
70,28,2473.07,2539.7,-0.998683,-0.0512977,-3.09027,12,48.2603,35.744,-54.4342,13,792.721,-45.0492,-97.1543,1,2
71,28,2471.07,2539.6,-0.998683,-0.0512977,-3.09027,12,49.2776,36.1086,-54.1651,13,792.892,-46.9318,-99.368,1,2
72,28,2471.34,2537.62,0.132818,-0.991141,-1.43759,12,47.5025,37.9878,-52.2273,13,794.863,-45.3561,-96.8778,1,2
73,28,2471.6,2535.64,0.132818,-0.991141,-1.43759,12,45.7459,38.1276,-51.6969,13,796.835,-44.3374,-96.9744,1,2
74,28,2471.87,2533.65,0.132818,-0.991141,-1.43759,12,44.0101,38.0431,-52.2206,13,798.807,-48.0776,-98.5151,1,2
75,28,2472.14,2531.67,0.132818,-0.991141,-1.43759,12,42.2976,37.7103,-51.6023,13,800.779,-46.2111,-98.339,1,2
76,28,2472.4,2529.69,0.132818,-0.991141,-1.43759,12,40.6114,41.7953,-47.9421,13,802.752,-50.0883,-97.433,1,2
77,28,2472.04,2531.66,-0.182918,0.983128,1.75475,12,42.349,38.0412,-51.6612,13,800.799,-47.1647,-96.7806,1,2
78,28,2471.67,2533.62,-0.182918,0.983128,1.75475,12,44.1087,38.7997,-50.8643,13,798.846,-46.3248,-97.4375,1,2
79,28,2471.3,2535.59,-0.182918,0.983128,1.75475,12,45.8882,37.2938,-52.4781,13,796.894,-44.7332,-96.4487,1,2
80,28,2470.94,2537.55,-0.182918,0.983128,1.75475,12,47.6851,37.665,-51.9051,13,794.941,-42.8925,-95.4081,1,2
81,28,2470.57,2539.52,-0.182918,0.983128,1.75475,12,49.4977,35.6539,-54.2929,13,792.989,-43.1012,-98.2973,1,2
82,28,2471.49,2541.3,0.459972,0.887933,1.09283,12,50.4543,36.7158,-53.5174,13,791.182,-44.0083,-98.4759,1,2
83,28,2472.41,2543.07,0.459972,0.887933,1.09283,12,51.4708,37.6948,-52.5547,13,789.376,-46.8823,-100.627,1,2
84,28,2473.33,2544.85,0.459972,0.887933,1.09283,12,52.5439,34.2405,-55.896,13,787.571,-39.4009,-94.1653,1,2
85,28,2474.25,2546.62,0.459972,0.887933,1.09283,12,53.67,37.6609,-51.6988,13,785.766,-42.6141,-97.7456,1,2
86,28,2475.17,2548.4,0.459972,0.887933,1.09283,12,54.846,36.9846,-52.5662,13,783.963,-45.35,-98.8309,1,2
87,28,2476.89,2547.38,0.860524,-0.50941,-0.534499,12,53.1922,37.481,-52.6307,13,784.931,-39.8647,-95.1604,1,2
88,28,2478.61,2546.36,0.860524,-0.50941,-0.534499,12,51.5629,37.608,-52.0972,13,785.902,-41.9236,-96.593,1,2
89,28,2480.34,2545.34,0.860524,-0.50941,-0.534499,12,49.9606,35.175,-53.9273,13,786.878,-43.77,-98.0603,1,2
90,28,2482.06,2544.32,0.860524,-0.50941,-0.534499,12,48.3878,36.5063,-52.7825,13,787.858,-44.1356,-96.3255,1,2
91,28,2483.78,2543.31,0.860524,-0.50941,-0.534499,12,46.8477,37.2761,-51.8512,13,788.841,-47.2243,-97.8817,1,2
92,28,2482,2544.23,-0.886442,0.46284,2.6604,12,48.3188,38.6423,-50.7489,13,787.952,-44.9713,-96.8594,1,2
93,28,2480.23,2545.16,-0.886442,0.46284,2.6604,12,49.8268,38.6722,-51.3256,13,787.067,-46.123,-99.266,1,2
94,28,2478.46,2546.08,-0.886442,0.46284,2.6604,12,51.3684,33.4613,-55.9574,13,786.186,-42.7593,-97.576,1,2
95,28,2476.69,2547.01,-0.886442,0.46284,2.6604,12,52.9406,37.9638,-52.0052,13,785.309,-41.9094,-97.8124,1,2
