5,0.666329167,0.531677376,0.429888818,96.91663623,96.41024731,96.33540238
6,1.253847571,1.102085953,0.570387755,97.71671321,97.09632948,96.6236046
7,1.394057602,1.307959204,0.733670366,97.80047961,97.68671173,96.74563451
8,1.899826881,1.337133525,0.843004107,97.83167343,97.73436674,97.01351551
9,1.91365214,1.577589656,1.123273586,97.85404395,97.7973493,97.2970037
10,2.072657601,1.980026939,1.329628826,97.88554293,97.82216491,97.56216063
11,2.557961787,2.044732601,1.472211172,97.89280992,97.84384226,97.58648775
12,2.851720446,2.649893847,1.666994782,98.00398484,97.84577867,97.60922679
13,3.016783834,2.659395857,1.878738373,98.01069168,97.86771522,97.64481358
14,3.522346741,2.90314295,2.220660972,98.01811611,97.87265855,97.7659143
15,3.874635937,3.15612691,2.371791425,98.05829308,97.8759064,97.80525863
