Pre_RSRP,Post_RSRP,Delta_RSRP
-91.1314856254249,-82.1817329582407,8.9497526671842
-88.1117985998387,-85.4716362215434,2.64016237829534
-90.463224263014,-84.4303082523089,6.03291601070515
-91.0733665895857,-86.482470907914,4.59089568167171
-91.5935499208481,-88.3803825054932,3.21316741535493
-89.4196653726169,-89.6226898917849,-0.203024519168067
-94.3942852827304,-84.7851956301908,9.60908965253951
-93.112514512939,-87.0078913285282,6.10462318441088
-91.8769703459158,-91.1344148882588,0.742555457657033
-90.3507531041584,-86.4678523727919,3.88290073136651
-88.5088591824406,-83.1721563725626,5.33670280987809
-90.4502734143539,-86.0549811268022,4.39529228755165
-88.8798738749786,-82.6411485269867,6.23872534799191
-89.5795376963298,-83.7170232537448,5.86251444258505
-88.8180012642596,-83.9441260663672,4.87387519789246
-90.7111953187636,-84.9967381090279,5.71445720973569
-88.9688615423572,-88.6417557538563,0.327105788500858
-93.3888757548164,-87.7729375434544,5.61593821136199
-94.586819882213,-86.4907166433194,8.0961032388936
-90.4128192229103,-85.3564528382342,5.05636638467603
-90.5304212179258,-82.7756463476137,7.75477487031209
-89.1332545727343,-87.4519115305675,1.68134304216683
-90.2187216666898,-84.3574713623219,5.86125030436785
-87.9072210856246,-84.9014535994496,3.00576748617498
-91.071028781713,-85.6929794992255,5.37804928248741
-94.774741145272,-90.1194684042284,4.65527274104351
-91.8906991118563,-86.1869193413547,5.70377977050166
-89.6903513744734,-84.4209277054748,5.26942366899857
-89.804819140796,-83.9232020902818,5.88161705051415
-90.0296219416199,-83.3804368000561,6.64918514156384
-89.7949185411156,-86.7314666264467,3.06345191466893
-94.1131189647885,-83.502911189087,10.6102077757014
-91.4920181695952,-84.884618282496,6.60739988709924
-92.3470109112785,-81.7053394793758,10.6416714319027
-89.5863991882549,-87.3494615672332,2.23693762102169
-91.2476274640647,-86.9225999513164,4.32502751274826
-88.8825109721509,-85.1566456384242,3.72586533372661
-91.4066881812956,-86.1909859649273,5.21570221636837
-94.3527239873479,-82.2604332897039,12.0922906976439
-89.8005658525053,-86.8135268846715,2.98703896783376
-87.6074612601322,-80.9645917797638,6.64286948036839
-96.0959178149614,-89.5880870130284,6.50783080193299
-92.8978162526447,-85.190701223423,7.70711502922161
-89.1691732742971,-86.4805619468725,2.68861132742455
-92.2157594379501,-91.6491511994596,0.56660823849053
-92.3842955912864,-92.5473647517708,-0.163069160484326
-92.5473647517708,-90.4391578557331,2.10820689603768
-92.3925748241023,-84.9316540592397,7.46092076486259
-90.5551417577831,-86.9064162465162,3.64872551126693
-91.1073766673908,-84.5933341724724,6.51404249491835
-89.6521064025604,-85.1645068910113,4.48759951154909
-90.3068617751754,-80.9051731013881,9.40168867378722
-88.9778159150777,-87.4618145816945,1.51600133338317
-91.4480462732698,-86.9883688022384,4.45967747103138
-90.5476713304442,-87.6551178537058,2.89255347673839
-88.3001158249599,-86.4095989686177,1.89051685634228
-90.8450854428353,-86.7379832179427,4.10710222489254
-90.4370259193521,-85.0637504432584,5.37327547609371
-88.0391400622964,-86.4904377551601,1.54870230713629
-91.7801933936534,-84.7340978254403,7.04609556821314
-91.9865803208561,-85.1465823997682,6.83999792108785
-90.2461329484929,-84.7406697782858,5.50546317020703
-91.0353598542256,-84.2681061419998,6.76725371222583
-94.2779109040751,-83.6524698309399,10.6254410731352
-91.7061577962196,-85.2582371611818,6.44792063503781
-92.5651496748968,-84.6338112336963,7.93133844120055
-93.6243258692257,-86.6524589786433,6.9718668905824
-92.3686146784797,-87.4966475089182,4.87196716956151
-91.1652843145126,-82.3550156725182,8.81026864199437
-92.111164881698,-83.8107774445039,8.30038743719407
-90.2557758109289,-84.217232640478,6.03854317045092
-91.1763266895299,-84.8357202348096,6.34060645472033
-87.9771674158989,-84.7062221317749,3.27094528412402
-90.8529243662825,-83.6507165073393,7.20220785894324
-90.0091571431216,-86.1987725228923,3.81038462022932
-92.3608835191989,-87.4278033922274,4.93308012697146
-90.5576703288371,-84.0334953072797,6.52417502155744
-96.180799782787,-88.698150126121,7.48264965666604
-90.6986190449693,-89.0615423273498,1.63707671761943
-90.8733205367902,-87.0878469561165,3.78547358067375
-94.3629129630547,-88.3681531083328,5.99475985472186
-90.1601236557654,-85.0084701734112,5.15165348235424
-87.352434275516,-85.4862624165795,1.86617185893648
-88.5827754556575,-86.639529096811,1.94324635884648
-90.8226092579002,-83.2303206705986,7.59228858730151
-89.3185979203572,-85.3268697725949,3.99172814776231
-91.0988917337407,-86.073133060151,5.02575867358962
-89.43228303245,-85.05875921593,4.37352381651994
-93.0624760333567,-89.0991550548988,3.9633209784579
-89.4974963982434,-89.5698670817225,-0.0723706834791073
-89.7311442119118,-84.2044850716956,5.52665914021622
-93.9234375904009,-84.7549980016668,9.16843958873404
-89.9537053789753,-84.8824413462629,5.07126403271237
-91.1037778624503,-80.6604496485197,10.4433282139305
-90.0809832702574,-84.7113184469658,5.36966482329157
-91.9527341994258,-87.1515557543466,4.80117844507917
-89.8210824753042,-84.2383147606954,5.58276771460884
-93.3681933504502,-88.0432789630527,5.32491438739748
-94.4886586572259,-82.651937478995,11.8367211782308
-91.0589170446349,-83.2597625504999,7.79915449413499
-88.4692540625542,-85.7990580303908,2.67019603216341
-88.7829977485656,-85.671000071792,3.11199767677359
