Pre_RSRP,Post_RSRP,Delta_RSRP
-89.0073,-90.3295,-1.32219999999999
-92.3561,-90.7077,1.64839999999999
-86.673,-89.0718,-2.39879999999999
-90.4518,-91.9014,-1.44959999999998
-86.7436,-89.9521,-3.2085
-89.7375,-90.4632,-0.725700000000003
-90.1452,-91.7527,-1.6075
-92.0113,-89.9732,2.0381
-89.9779,-88.2401,1.7378
-86.9772,-88.8315,-1.8543
-90.5054,-89.4442,1.06119999999999
-89.9478,-90.5695,-0.621700000000004
-91.0816,-89.1503,1.93129999999999
-91.5381,-92.3393,-0.801199999999994
-90.5902,-90.8893,-0.299100000000009
-91.1374,-91.7723,-0.634900000000001
-92.9881,-91.6819,1.3062
-93.2689,-90.7015,2.5674
-94.3792,-91.6769,2.70229999999999
-91.9865,-91.0933,0.893200000000007
-86.3211,-85.9468,0.374300000000005
-85.3701,-87.4031,-2.033
-89.0239,-88.5649,0.459000000000003
-85.3197,-85.6965,-0.376800000000002
-86.7508,-89.2886,-2.5378
-91.1344,-86.0303,5.1041
-86.3671,-86.905,-0.537900000000007
-87.2858,-87.6702,-0.384399999999999
-87.3999,-85.3849,2.015
-87.4049,-87.8682,-0.463300000000003
-88.6308,-88.8097,-0.178900000000012
-88.1845,-90.86,-2.67549999999999
-89.2589,-89.2267,0.0322000000000031
-92.1718,-87.1229,5.0489
-90.773,-91.5969,-0.823900000000009
-88.6153,-90.9607,-2.34539999999999
-90.2033,-93.0257,-2.8224
-90.6682,-92.3164,-1.6482
-92.3732,-89.1803,3.19289999999999
-90.4644,-90.1797,0.2847
-90.0401,-88.2534,1.78669999999999
-90.897,-93.7106,-2.81359999999999
-90.1933,-90.8163,-0.623000000000004
-94.9499,-90.6598,4.29009999999999
-91.2013,-91.2753,-0.073999999999998
-90.9483,-94.0733,-3.125
-87.9243,-89.7477,-1.82339999999999
-91.1416,-91.2899,-0.148300000000006
-91.1546,-91.1352,0.0194000000000045
-91.1439,-89.4582,1.68569999999999
-91.3181,-90.3834,0.934700000000006
-91.6156,-90.343,1.27259999999999
-89.3151,-88.7254,0.589700000000007
-87.5445,-88.3414,-0.796899999999993
-88.8694,-94.0246,-5.1552
-91.1893,-90.6991,0.490200000000001
-89.1719,-89.1911,-0.019200000000012
-89.2696,-89.9577,-0.688100000000005
-88.001,-89.6817,-1.6807
-89.8911,-93.1874,-3.2963
-86.644,-87.7507,-1.10669999999998
-87.6682,-88.4856,-0.817400000000006
-86.7865,-88.4509,-1.6644
-88.8153,-88.8721,-0.0568000000000097
-86.4248,-87.6634,-1.23859999999999
-87.1475,-86.5692,0.578299999999998
-85.5935,-88.2692,-2.67569999999999
-87.8259,-86.8243,1.00160000000001
-84.5479,-84.1122,0.435699999999997
-84.3961,-86.3994,-2.00329999999999
-88.0329,-86.9305,1.1024
-88.0445,-88.2392,-0.194699999999997
-86.2157,-91.0738,-4.8581
-88.3416,-87.2591,1.08249999999999
-89.2553,-89.9334,-0.6781
-87.0645,-86.6343,0.430199999999999
-86.9154,-86.4819,0.433500000000009
-87.6066,-87.7725,-0.165899999999993
-88.1332,-87.8686,0.264600000000001
-88.1022,-87.7432,0.358999999999994
-88.4993,-86.7531,1.7462
-88.0561,-91.3539,-3.29779999999999
-88.763,-87.5671,1.1959
-91.7116,-86.421,5.29059999999999
-88.0889,-89.3682,-1.2793
-91.1122,-88.2706,2.84159999999999
-86.3095,-86.9619,-0.6524
-90.7595,-84.3175,6.442
-86.641,-89.2029,-2.56189999999999
-88.1071,-86.2333,1.8738
-92.5444,-90.012,2.53239999999999
-92.9148,-91.3929,1.5219
-88.3347,-90.7443,-2.40959999999999
-93.0771,-94.4285,-1.35139999999999
-88.2488,-86.8779,1.3709
-88.9878,-90.0181,-1.03030000000001
-90.1489,-88.331,1.81789999999999
-88.9703,-89.3837,-0.41340000000001
-87.4531,-87.8669,-0.413799999999994
-90.4968,-89.2396,1.25719999999999
-90.7549,-87.9142,2.84070000000001
-89.1497,-89.9117,-0.762
-85.8992,-91.4642,-5.56500000000001
-89.515,-89.2422,0.272800000000003
-87.7928,-91.4102,-3.6174
-91.7625,-89.2634,2.49909999999999
-91.9237,-92.1405,-0.216800000000006
-88.682,-90.5335,-1.8515
-91.1069,-89.6246,1.48229999999999
-91.6875,-89.4459,2.2416
-93.483,-91.3829,2.10009999999999
-92.5687,-87.8404,4.7283
-90.7556,-88.5547,2.2009
-90.7608,-90.2259,0.534900000000007
-88.1495,-89.1431,-0.9936
-89.1496,-88.7679,0.381700000000009
-88.5008,-86.7061,1.79469999999999
-86.0103,-85.736,0.274299999999996
-87.5827,-86.5302,1.0525
-91.0421,-86.5981,4.444
-85.835,-88.874,-3.039
-89.2171,-88.8356,0.381500000000002
-86.0756,-87.339,-1.2634
-89.8775,-89.0429,0.834599999999994
-86.0182,-88.5474,-2.5292
-88.6354,-87.2093,1.4261
-86.0307,-87.6251,-1.5944
-87.0756,-88.9655,-1.88990000000001
-87.1535,-88.9853,-1.8318
-89.6827,-86.5303,3.1524
-89.9519,-89.3696,0.582299999999989
-87.9273,-88.1787,-0.251400000000003
-84.3906,-86.5227,-2.13209999999999
-89.2866,-87.0255,2.26110000000001
-86.8429,-86.6018,0.241100000000002
-86.5363,-88.596,-2.0597
-85.6559,-89.0333,-3.37739999999999
-89.1605,-89.7082,-0.547700000000006
-88.865,-87.9165,0.948499999999995
-90.6459,-88.3547,2.2912
-91.4701,-91.1872,0.282899999999997
-88.4654,-87.3115,1.1539
