Pre_RSRP,Post_RSRP,Delta_RSRP
-88.5772,-86.9017,1.67549999999999
-85.3012,-87.7768,-2.4756
-84.474,-87.0121,-2.5381
-86.4333,-87.9633,-1.53
-86.9392,-86.7407,0.198499999999995
-86.083,-87.4179,-1.3349
-84.3499,-89.4037,-5.05379999999999
-85.9671,-84.5866,1.38049999999999
-88.315,-89.8975,-1.58249999999999
-89.3812,-90.704,-1.32279999999998
-92.6472,-88.6812,3.96599999999999
-87.5885,-88.764,-1.17549999999999
-89.1985,-89.3392,-0.140700000000009
-89.643,-89.0481,0.594899999999995
-88.7456,-88.4752,0.270399999999995
-86.6621,-88.8464,-2.1843
-88.28,-88.7931,-0.513099999999994
-86.0597,-87.5233,-1.46359999999999
-89.9579,-89.3054,0.652499999999989
-89.9084,-92.0381,-2.12969999999999
-91.2736,-87.6728,3.6008
-89.4477,-88.3444,1.1033
-88.2515,-89.1786,-0.92710000000001
-89.0338,-89.121,-0.0871999999999957
-88.549,-89.7366,-1.18759999999998
-90.0647,-85.7427,4.322
-84.3274,-85.9027,-1.57529999999999
-86.3906,-84.7966,1.594
-87.2383,-87.0765,0.161799999999999
-84.684,-86.2146,-1.5306
-87.9784,-86.3889,1.58949999999998
-87.2708,-86.1976,1.0732
-88.3686,-87.7555,0.613100000000002
-88.4722,-88.6473,-0.1751
-86.7661,-89.0663,-2.3002
-87.6895,-90.9141,-3.2246
-91.7545,-88.2207,3.53379999999999
-88.9604,-88.6667,0.293700000000001
-88.8158,-90.8607,-2.04489999999999
-89.9999,-92.991,-2.9911
-91.4061,-90.614,0.79209999999999
-91.3433,-91.5046,-0.161299999999997
-91.5655,-90.8741,0.691400000000001
-91.3738,-91.0873,0.286500000000003
-93.0098,-91.0665,1.94329999999999
-91.0128,-92.8172,-1.8044
-96.3086,-99.2815,-2.97289999999999
-85.9263,-86.0164,-0.0901000000000067
-88.4818,-89.0551,-0.573299999999989
-84.967,-86.1847,-1.2177
-84.5119,-87.7843,-3.2724
-92.2407,-89.1204,3.1203
-90.9777,-89.9614,1.0163
-91.674,-91.6521,0.0219000000000022
-91.316,-90.7721,0.543900000000007
-91.3399,-89.5004,1.8395
-89.8679,-86.8359,3.03200000000001
-87.3633,-86.6973,0.665999999999996
-86.5228,-89.65,-3.1272
-88.9732,-87.1114,1.8618
-88.0532,-89.6582,-1.60499999999998
-89.8196,-88.3808,1.4388
-87.666,-88.2599,-0.593900000000005
-86.5117,-85.0364,1.4753
-86.863,-87.769,-0.906000000000005
-86.5949,-86.1021,0.492800000000002
-87.0512,-86.5681,0.483099999999993
-86.7674,-85.6966,1.07079999999999
-86.6097,-87.7654,-1.15569999999999
-86.1905,-85.4256,0.764899999999997
-87.9426,-87.7552,0.187399999999996
-86.8703,-88.3611,-1.49079999999999
-84.8894,-87.3881,-2.49869999999999
-90.4233,-87.4935,2.9298
-87.4533,-90.051,-2.5977
-86.8847,-85.6678,1.21689999999999
-87.177,-85.9591,1.2179
-86.3891,-86.1064,0.282700000000005
-86.0641,-85.4315,0.632599999999996
-85.5051,-86.7893,-1.28419999999999
-86.66,-87.2023,-0.542299999999997
-87.9758,-86.1813,1.79450000000001
-87.5374,-87.0191,0.51830000000001
-88.806,-88.5879,0.218099999999992
-86.5274,-90.1947,-3.66729999999999
-86.2529,-87.7519,-1.499
-88.0506,-86.7605,1.2901
-88.547,-88.7793,-0.232300000000009
-87.2314,-90.8951,-3.6637
-90.488,-89.8572,0.630799999999993
-87.1608,-91.8339,-4.6731
-86.1877,-87.1935,-1.00579999999999
-86.8928,-86.857,0.0357999999999947
-88.2198,-85.8468,2.373
-89.5056,-86.8635,2.64209999999999
-87.1584,-85.7399,1.41849999999999
-91.6936,-90.6183,1.07529999999999
-91.2494,-89.7318,1.51759999999998
-88.7498,-87.858,0.891799999999989
-87.9926,-92.1019,-4.1093
-89.7278,-89.4488,0.278999999999996
-86.8698,-89.0669,-2.1971
-88.4824,-87.056,1.4264
-88.9281,-89.183,-0.254900000000006
-86.4063,-87.1458,-0.739499999999992
-87.5124,-86.2816,1.2308
-85.7296,-89.9004,-4.1708
-90.4624,-89.3785,1.08389999999999
-86.5843,-88.3931,-1.8088
-86.3574,-85.5799,0.777500000000003
-87.3399,-91.6017,-4.26179999999999
-90.8655,-88.2533,2.6122
-86.929,-89.4893,-2.56029999999999
-87.7244,-85.2956,2.4288
-86.871,-89.3379,-2.4669
-87.2148,-87.4254,-0.210599999999999
-90.5833,-85.8068,4.77649999999999
-88.4646,-89.0913,-0.626699999999999
-88.9483,-89.2963,-0.347999999999999
-89.3459,-86.761,2.5849
-88.296,-86.7434,1.55260000000001
-87.8547,-87.6525,0.20219999999999
-88.0097,-85.0794,2.93029999999998
-85.4945,-88.4708,-2.97629999999999
-84.1354,-85.7141,-1.57869999999999
-85.685,-86.747,-1.06199999999999
-89.1378,-87.462,1.67579999999999
-89.4246,-89.3491,0.075499999999991
-87.0718,-86.9873,0.0844999999999913
-89.3684,-88.8736,0.494799999999997
-88.9917,-88.7735,0.218199999999995
-90.8742,-87.0375,3.8367
-88.3227,-86.1358,2.18689999999999
-89.2992,-87.778,1.52119999999999
-88.4854,-89.3889,-0.903500000000008
-96.4487,-95.0034,1.4453
-94.2282,-94.4073,-0.179100000000005
-94.6153,-92.4656,2.14970000000001
-99.7868,-98.2011,1.5857
-99.2515,-100.4,-1.14850000000001
-99.0108,-98.8702,0.140600000000006
-98.4404,-97.2712,1.1692
-98.5538,-98.4027,0.151099999999999
-99.5362,-98.9874,0.5488
-98.9932,-88.2737,10.7194999999999
-97.7534,-96.5862,1.16719999999999
-99.0251,-99.6503,-0.625200000000006
-99.5637,-99.2934,0.270299999999991
-97.7085,-98.5051,-0.796599999999998
-100.903,-100.465,0.438000000000002
-99.3878,-97.6714,1.71639999999999
-99.0613,-101.03,-1.96869999999999
-100.509,-99.4505,1.05849999999999
-98.43,-97.8432,0.58680000000001
-98.1786,-98.8059,-0.627299999999991
-100.154,-99.9374,0.216599999999999
-101.206,-99.6637,1.54229999999999
-99.1604,-97.3234,1.83699999999998
-98.4212,-98.0215,0.399699999999995
