Pre_RSRP,Post_RSRP,Delta_RSRP
-93.7184634771296,-79.9717147816592,13.7467486954704
-88.5131254147299,-84.9434735593131,3.56965185541676
-91.7995972723839,-83.3916387533631,8.40795851902073
-87.449881835889,-83.3130378843186,4.13684395157044
-90.6305601250777,-84.4731844101369,6.15737571494082
-88.8840527708538,-83.4281857945307,5.45586697632303
-91.3561110722665,-85.2081603851598,6.14795068710665
-95.7535315849513,-86.4012320822444,9.35229950270688
-95.4470431007237,-90.9076192622274,4.53942383849627
-93.6818540610439,-83.5107779435678,10.1710761174761
-91.3750463859428,-79.3713794771403,12.0036669088024
-94.0418217799356,-83.9175704185512,10.1242513613844
-97.0325766661695,-91.0592781237981,5.97329854237132
-94.9196783886423,-86.9406104937423,7.97906789490002
-91.8331653422317,-84.1405224043211,7.69264293791053
-93.957480349759,-89.2327097088136,4.72477064094539
-89.9237068548522,-82.4229437916011,7.50076306325111
-91.909843400601,-87.4264350524207,4.48340834818033
-96.9201005472136,-91.2077458548579,5.71235469235571
-95.0932290480722,-87.6142836758515,7.47894537222073
-92.3816885852775,-81.440738875619,10.9409497096584
-98.9469177453813,-94.4626654739783,4.484252271403
-98.111454052412,-98.1276509335716,-0.0161968811595301
-99.0254983625963,-97.3551936660961,1.67030469650018
-97.7598066809338,-98.1253140643467,-0.365507383412975
-99.893326457932,-94.4171224537343,5.47620400419766
-98.0781655751916,-97.8277412565965,0.250424318595051
-97.8914982762229,-96.6520286378744,1.23946963834842
-98.53974030796,-96.0726645822392,2.46707572572071
-99.7077152452326,-98.1187944477033,1.58892079752934
-99.1871933105978,-97.1116510173975,2.0755422932003
-101.975906069402,-97.0439558323971,4.93195023700572
-97.4879736836667,-94.9443731212804,2.54360056238621
-97.5285990868051,-94.0232023900832,3.50539669672187
-96.6237498514886,-96.7016106228491,-0.0778607713604628
-96.7309418650455,-92.8665216036791,3.86442026136644
-96.3621226570183,-95.7321291654523,0.629993491565926
-96.3387170421112,-92.4565939036521,3.88212313845912
-93.0565345432694,-91.0093503150611,2.04718422820829
-94.1836574362496,-88.006520096686,6.17713733956358
-98.6166502032094,-98.099572360305,0.517077842904399
-88.6815121227535,-87.591694694919,1.08981742783451
-96.0598055859977,-89.8641207115179,6.19568487447979
-95.5190278742342,-90.2261632446778,5.29286462955646
-96.140123344552,-93.3651334294071,2.77498991514491
-96.0167660891613,-94.7721670434594,1.2445990457019
