Pre_RSRP,Post_RSRP,Delta_RSRP
-89.2381,-89.5233,-0.285200000000003
-88.0789,-88.9055,-0.826599999999999
-88.6362,-87.9592,0.677000000000006
-88.2327,-86.9788,1.25389999999998
-88.9711,-87.8399,1.1312
-84.8841,-86.1739,-1.28979999999999
-87.26,-88.5934,-1.33339999999999
-89.6009,-85.7846,3.81629999999999
-86.9268,-88.9112,-1.98439999999999
-88.7609,-87.1826,1.57830000000001
-87.9526,-89.433,-1.4804
-90.2239,-88.8251,1.39879999999999
-88.4131,-88.5015,-0.0883999999999929
-88.5548,-86.4121,2.1427
-87.901,-87.7641,0.136899999999997
-88.9027,-85.7234,3.17929999999999
-87.1462,-85.2446,1.90159999999998
-86.3287,-86.0901,0.238599999999991
-87.0085,-88.4301,-1.42159999999999
-89.2279,-88.5219,0.706000000000003
-91.1824,-88.7302,2.4522
-89.4822,-88.2375,1.2447
-87.5549,-84.4967,3.05819999999999
-88.2397,-89.6696,-1.4299
-89.2819,-89.8276,-0.54570000000001
-87.5118,-87.2188,0.292999999999992
-92.2115,-89.8832,2.32829999999999
-89.2186,-91.3614,-2.1428
-93.2841,-89.6976,3.5865
-87.524,-90.7821,-3.25809999999999
-88.7732,-89.1122,-0.338999999999998
-90.0545,-91.0039,-0.949399999999997
-92.2627,-91.5893,0.6734
-91.4951,-90.3552,1.13989999999999
-90.8484,-87.2017,3.64669999999999
-86.3728,-91.0164,-4.6436
-87.738,-86.3696,1.36839999999999
-88.6647,-87.3782,1.28649999999998
-86.9195,-87.558,-0.638500000000007
-86.6456,-85.7596,0.885999999999995
-89.2735,-85.3712,3.90229999999999
-86.0241,-89.5857,-3.56159999999999
-86.6342,-87.9101,-1.27589999999999
-87.808,-86.2766,1.5314
-92.1255,-91.3308,0.794700000000006
-92.9935,-93.002,-0.00849999999999795
-88.8193,-87.3973,1.42199999999999
-90.073,-87.0774,2.99559999999999
-91.1726,-90.14,1.0326
-88.0731,-89.0763,-1.0032
-88.612,-89.95,-1.338
-86.6493,-86.3804,0.268900000000002
-88.9147,-87.7497,1.16499999999999
-87.3981,-86.7794,0.618700000000004
-88.2312,-86.7646,1.46659999999999
-87.3904,-89.7732,-2.3828
-88.67,-92.2517,-3.58169999999999
-90.165,-92.1764,-2.01139999999999
-86.2733,-85.9134,0.35990000000001
-89.2001,-85.4156,3.7845
-87.1148,-88.0652,-0.950400000000001
-87.9014,-85.7541,2.1473
-88.3304,-86.1164,2.21399999999999
-89.0445,-89.7628,-0.718299999999999
-87.4098,-88.5561,-1.14629999999999
-88.8462,-86.6634,2.1828
-91.2285,-89.3138,1.91469999999999
-88.7286,-85.8123,2.9163
-89.8447,-90.8605,-1.01579999999999
-90.1531,-88.5985,1.55459999999999
-86.8111,-86.3419,0.4692
-87.8246,-87.981,-0.15639999999999
-86.5685,-85.4123,1.15619999999999
-87.7507,-88.6375,-0.886800000000008
-86.854,-87.0789,-0.224900000000005
-89.2701,-87.8681,1.402
-85.3726,-85.6227,-0.250099999999989
-87.4451,-91.0017,-3.5566
-87.5083,-85.3389,2.16940000000001
-85.9516,-84.8097,1.14189999999999
-85.3989,-86.2554,-0.856499999999996
-86.9723,-85.8729,1.0994
-85.0951,-86.7498,-1.65469999999999
-91.0548,-88.338,2.7168
-89.0521,-86.0537,2.99839999999998
-88.9884,-88.6784,0.310000000000002
-87.968,-88.8247,-0.856700000000003
