48,48,48,48
44,49,37,49
49,38,50,38
37,39,47,38
50,36,35,32
32,43,32,32
30,32,25,43
31,26,30,34
48,32,27,39
24,30,22,34
31,39,27,33
37,28,30,27
26,32,38,41
28,31,28,31
32,30,31,31
25,30,27,37
26,39,34,38
29,27,34,45
26,27,42,34
28,24,32,41
21,24,38,39
20,30,39,40
24,37,40,29
26,33,34,40
13,26,30,35
26,40,32,27
25,27,31,33
29,29,43,39
19,36,36,35
38,25,35,35
32,27,33,40
25,25,16,32
30,33,29,28
26,34,23,34
28,27,21,32
34,25,34,31
27,30,36,32
15,34,32,45
30,39,31,35
25,25,20,39
19,27,25,34
25,31,43,31
16,31,29,36
14,28,27,45
23,35,40,38
35,36,34,31
18,29,20,38
25,26,15,37
17,32,36,36
19,37,30,33
22,39,34,35
18,29,31,35
22,30,24,36
21,27,29,29
25,27,31,33
23,27,21,37
22,38,21,35
32,29,20,42
18,32,30,35
16,30,26,42
21,34,29,30
19,28,30,36
31,33,29,32
28,34,28,34
38,28,33,30
46,25,24,27
26,29,23,35
22,44,30,40
19,38,26,38
22,30,45,41
25,24,26,34
18,31,39,43
16,32,20,36
27,29,17,29
14,38,26,31
18,31,28,35
29,30,30,37
24,36,20,40
16,31,25,35
24,25,31,35
21,29,31,37
25,30,33,33
28,30,35,40
15,29,25,39
21,26,26,37
13,27,29,37
19,40,38,39
15,27,32,35
11,26,25,30
15,25,29,30
21,33,29,37
21,29,31,34
22,30,23,36
21,25,34,31
21,24,22,43
16,26,27,39
29,29,30,31
16,24,19,30
11,30,24,34
24,24,26,36
15,25,26,45
16,22,25,40
21,23,28,32
27,37,26,28
20,25,29,33
14,32,24,33
20,28,24,45
18,29,29,28
21,28,27,36
15,37,26,40
9,27,31,29
17,33,27,28
17,28,21,31
18,32,19,38
23,26,25,28
23,20,24,32
18,28,27,30
29,30,28,40
24,30,28,40
17,27,27,33
23,36,24,42
23,31,22,35
25,35,24,37
21,37,17,34
20,44,21,35
23,30,27,39
18,24,19,37
19,29,32,34
22,31,24,31
22,32,21,33
14,32,18,33
21,30,29,33
24,34,23,40
19,28,21,41
15,29,24,40
20,21,31,42
21,36,32,31
29,30,25,37
30,29,27,37
22,28,33,39
22,25,35,31
12,27,29,25
15,31,22,34
22,33,27,40
24,23,26,35
21,32,17,34
22,30,33,38
27,30,21,32
23,27,27,41
16,26,21,33
16,25,25,34
23,25,29,37
22,27,30,27
17,28,32,42
20,29,13,28
15,28,26,30
21,30,29,29
20,27,24,36
14,29,18,37
23,27,25,36
13,25,20,43
22,25,28,33
14,23,18,43
26,28,20,35
25,34,20,35
14,22,24,38
21,24,25,37
31,30,21,32
23,28,19,35
20,26,25,33
22,26,21,34
30,31,25,37
23,24,22,39
25,31,26,36
16,25,26,29
21,24,17,30
26,26,23,36
19,27,20,32
18,30,20,27
22,22,27,28
21,23,19,41
18,29,18,40
29,25,23,32
17,30,23,37
25,29,21,31
21,39,20,32
15,30,21,34
23,28,21,37
22,34,21,28
18,22,21,33
15,21,19,32
15,32,19,31
20,27,16,33
17,27,17,31
33,29,19,27
31,32,19,29
27,20,27,36
23,25,23,38
15,23,18,33
25,29,25,29
27,24,22,30
22,19,18,36
25,29,14,42
25,25,15,33
14,26,20,30
15,27,29,41
21,26,22,44
11,21,23,32
16,24,26,35
19,30,18,32
13,28,23,31
16,28,15,39
31,20,23,37
20,26,22,27
24,23,31,34
17,29,21,29
24,26,17,28
18,24,19,36
22,26,25,30
17,26,27,26
13,19,22,39
26,25,25,36
21,21,24,41
22,26,28,33
11,40,26,34
20,29,22,34
18,29,22,27
20,24,24,40
14,25,35,34
20,27,23,29
21,27,26,37
15,37,20,30
17,41,31,32
16,31,20,36
15,26,27,36
15,32,27,27
24,36,26,32
18,30,25,28
17,22,22,41
19,34,34,38
20,32,18,31
17,40,23,35
15,30,28,38
35,31,30,33
19,30,29,37
14,27,39,33
13,31,23,36
23,34,19,25
15,41,28,32
23,36,29,30
12,27,29,28
17,32,22,38
23,27,20,39
26,26,29,31
19,34,18,38
29,26,29,26
21,25,22,40
13,19,22,34
16,29,23,38
20,27,20,36
14,27,22,36
11,21,23,35
15,23,23,36
15,28,20,39
16,27,22,35
14,24,24,25
13,27,24,28
13,29,28,31
25,32,27,33
20,29,14,28
19,25,28,40
22,26,26,33
21,29,31,35
19,37,20,31
13,32,20,43
12,27,21,38
14,26,25,37
25,31,16,32
17,30,25,36
17,21,29,25
17,27,26,32
13,30,14,34
24,30,22,35
21,25,23,27
14,22,21,39
16,25,25,33
19,22,26,36
13,34,26,40
20,32,21,42
12,36,34,37
12,30,25,39
13,25,27,35
18,27,23,41
15,24,18,28
25,23,20,30
17,26,34,33
18,23,19,38
15,24,16,35
14,35,24,31
21,29,25,40
11,22,20,36
24,26,27,33
27,27,21,40
20,24,26,27
23,23,30,34
15,21,24,35
14,30,25,31
24,21,23,42
24,29,22,36
10,24,22,27
21,28,27,32
20,22,27,26
16,26,30,41
11,24,31,40
18,31,24,41
14,21,23,35
16,33,27,26
9,34,27,31
29,26,23,41
15,27,28,30
10,28,24,33
11,24,20,34
15,24,24,31
22,25,18,35
16,22,26,33
17,33,24,34
17,23,27,35
17,23,25,35
12,23,16,25
14,26,20,37
13,26,19,30
23,26,23,31
19,22,24,36
14,31,31,35
11,29,26,37
17,23,17,41
14,31,20,42
29,24,24,32
17,30,20,37
23,20,18,38
13,22,21,42
20,19,17,38
12,31,21,31
21,32,23,32
12,23,23,40
31,27,26,35
24,24,21,32
14,25,17,32
16,24,18,33
18,21,22,26
16,19,25,37
10,20,23,28
17,17,29,32
28,24,23,36
23,31,18,33
13,30,30,35
17,32,27,35
14,23,24,39
20,24,27,34
14,25,21,35
16,24,22,39
28,35,19,35
23,25,29,35
21,24,19,35
11,23,24,35
12,23,27,36
12,28,35,35
15,19,29,34
20,25,30,31
20,24,36,31
26,26,30,31
15,27,26,36
16,24,21,31
16,29,13,37
15,23,16,36
21,21,15,39
31,18,34,41
27,27,31,25
14,35,23,32
19,29,32,31
17,29,22,39
22,23,30,30
21,17,24,35
21,26,21,28
16,30,25,39
27,25,24,37
24,36,21,40
17,26,27,29
13,29,27,37
21,30,26,37
18,15,23,34
20,22,31,32
29,31,27,28
24,26,29,33
17,29,19,36
10,19,19,28
16,19,26,40
9,22,23,37
31,18,24,32
23,23,25,35
18,22,30,33
18,28,25,37
11,37,19,39
19,22,20,37
23,33,22,26
20,19,18,30
18,22,21,33
18,26,21,36
13,20,32,36
19,29,23,33
23,20,25,37
17,20,29,39
20,29,14,35
23,23,22,39
17,23,22,31
18,22,26,30
15,23,19,26
23,32,25,31
12,20,30,41
13,20,18,39
17,20,25,33
16,24,25,34
10,27,23,33
20,27,22,32
23,22,23,29
11,23,32,41
18,22,28,32
13,22,24,31
18,22,18,38
25,24,29,31
25,25,26,38
22,28,21,38
18,21,19,37
19,24,22,32
16,21,20,29
12,27,14,39
11,23,30,28
24,21,18,38
18,21,22,26
13,26,22,41
19,28,26,32
26,21,18,28
13,27,27,38
26,23,20,28
20,23,24,30
24,21,22,35
19,29,23,40
29,29,20,37
18,18,28,40
34,19,25,37
18,22,21,37
26,23,17,37
13,18,24,31
18,25,18,38
11,20,21,25
9,25,19,36
15,20,18,36
11,19,26,35
12,22,21,34
20,24,31,35
19,17,24,38
16,25,23,39
16,24,20,34
15,21,27,30
15,18,16,30
23,22,21,37
11,20,25,31
14,28,18,39
13,19,19,32
25,19,24,35
17,20,20,39
18,15,25,36
18,21,24,36
14,18,35,40
15,21,24,32
16,23,23,25
17,24,28,34
10,21,30,33
16,15,16,28
15,20,21,35
14,23,21,28
16,21,23,27
16,22,19,26
22,22,24,26
16,19,23,42
19,17,19,39
14,25,16,36
12,20,20,31
13,24,20,35
15,25,23,39
11,19,28,31
16,20,17,37
13,18,23,31
21,19,30,28
21,25,13,36
22,16,20,31
21,17,20,34
19,19,19,32
13,21,22,35
12,19,19,32
18,20,27,37
23,30,31,31
27,19,17,37
12,24,25,28
19,17,18,29
21,24,25,32
30,14,19,42
13,20,25,34
15,25,21,34
17,22,32,29
15,20,26,40
21,19,21,30
16,19,26,36
22,23,21,32
24,17,17,33
11,17,23,29
27,20,26,35
13,20,19,34
10,27,23,32
17,15,21,37
19,23,29,39
17,18,21,34
13,17,14,41
19,26,19,33
13,23,20,30
13,20,26,37
23,21,14,28
28,30,27,33
22,23,21,43
17,22,25,36
18,24,26,29
18,22,20,28
13,29,25,36
18,29,29,35
9,25,22,33
14,14,17,33
19,17,17,37
17,25,23,37
16,15,13,35
12,19,23,38
16,14,19,33
21,16,24,27
11,22,20,30
10,25,17,33
18,23,26,35
15,17,22,29
16,18,22,32
10,21,20,33
19,16,15,33
24,21,16,38
18,20,13,37
14,19,16,34
10,26,25,31
13,24,18,29
16,22,26,36
25,19,24,41
15,19,26,41
17,16,22,28
18,17,21,36
15,18,24,37
18,18,13,40
13,18,25,34
14,16,19,39
11,18,15,37
15,18,23,36
8,11,22,32
15,16,20,38
18,16,24,40
19,9,20,44
21,20,21,35
20,25,27,38
16,17,19,27
22,21,18,37
17,17,15,36
17,14,12,26
16,16,14,26
17,9,31,34
19,16,31,30
17,24,22,30
12,16,23,36
15,20,24,37
10,20,19,36
8,19,21,36
13,18,20,34
20,16,19,33
13,18,22,36
11,15,24,29
16,18,21,25
11,18,21,32
17,24,17,38
16,19,15,26
17,18,15,35
11,19,20,27
13,21,21,32
20,16,23,35
14,22,15,32
17,24,18,30
18,17,19,25
15,21,18,36
19,21,20,34
16,17,20,37
14,15,24,38
16,22,26,32
17,14,21,30
13,16,24,39
19,14,22,35
15,20,26,37
25,14,22,39
12,14,21,40
17,25,23,38
15,18,25,29
16,24,22,36
17,15,18,26
18,20,16,42
17,26,27,32
24,15,27,32
23,21,19,29
17,22,18,40
19,26,19,35
17,17,15,41
25,22,25,33
13,12,24,36
17,24,22,32
23,21,25,33
18,17,18,25
17,8,15,36
15,18,18,35
17,18,25,27
21,18,15,28
20,14,23,37
16,17,18,27
19,22,20,34
17,16,22,42
10,19,24,33
14,18,19,29
11,17,22,32
22,21,15,28
11,21,21,37
19,20,16,39
13,25,24,35
9,14,19,36
17,19,21,37
15,16,28,40
17,17,16,33
17,14,20,32
15,12,20,40
14,16,30,31
9,18,26,37
16,14,19,33
12,19,27,35
10,14,17,33
18,16,20,27
15,18,16,31
14,12,20,38
16,15,14,34
8,16,19,37
13,17,18,37
14,16,15,35
22,17,13,35
17,22,22,36
19,15,15,37
21,14,20,29
12,19,23,39
16,17,17,34
21,14,15,35
14,15,22,34
14,13,13,38
14,11,20,37
15,16,26,32
13,14,22,33
11,20,15,39
13,12,21,35
12,15,23,42
12,14,18,31
15,14,21,40
12,12,21,35
12,11,18,36
18,11,17,33
13,14,18,33
17,12,20,36
13,19,20,30
16,9,14,29
13,16,16,30
18,11,14,42
11,12,19,34
16,17,20,39
11,15,20,34
10,15,18,42
16,12,16,41
13,10,14,34
12,20,24,36
10,13,12,32
8,16,13,34
10,15,16,36
10,13,24,35
10,18,21,31
11,16,19,35
13,15,13,37
11,14,20,36
17,13,20,31
14,8,12,41
14,13,23,30
12,12,20,27
19,12,23,37
7,18,22,33
22,16,13,31
18,17,15,38
18,10,17,30
18,12,17,29
18,15,17,30
14,14,15,36
9,11,16,31
12,15,21,34
11,8,18,31
13,17,26,36
14,13,17,40
9,13,21,37
13,12,14,34
8,14,21,41
10,13,19,36
13,18,19,32
10,16,19,36
15,10,20,41
9,13,18,29
8,10,26,37
9,15,20,31
12,11,21,29
18,15,16,30
11,12,21,40
9,11,19,37
6,16,16,40
18,13,26,32
13,9,15,30
9,11,16,32
9,13,15,34
6,14,11,34
16,12,16,40
14,11,17,37
11,9,13,34
18,7,19,37
13,10,27,31
10,17,14,31
14,13,23,30
9,10,23,30
9,14,17,41
13,11,24,31
15,10,13,34
15,13,17,34
7,15,25,30
7,13,16,37
9,14,23,33
15,17,14,32
10,10,21,33
9,11,23,35
11,10,19,33
15,10,19,30
17,13,30,29
4,10,21,34
8,11,20,40
12,9,20,42
11,9,20,36
10,12,13,29
8,11,15,39
7,8,24,31
9,13,16,38
10,19,13,29
18,7,17,37
17,8,14,36
14,11,21,31
8,11,16,31
11,14,17,42
9,12,11,29
9,13,14,32
15,11,17,38
12,14,15,42
17,11,25,30
9,11,25,36
8,10,18,35
13,11,21,27
14,14,23,42
15,15,14,32
7,14,13,39
14,9,17,32
15,10,15,35
8,19,15,32
8,15,20,41
11,12,15,38
7,10,19,28
9,7,19,37
11,11,11,37
10,10,25,33
11,11,18,33
11,12,13,43
10,9,14,30
9,13,17,37
7,10,24,32
11,15,17,32
9,13,12,39
11,13,14,26
9,13,10,45
7,10,17,33
15,11,21,33
10,12,17,35
