run_id,row,col,value
A3_no_load_cap,qos,throughput,0.5922706291415942
A3_no_load_cap,qos,qos,0.9999999999999999
A3_no_load_cap,qos,jain,0.9887649717795298
A3_no_load_cap,qos,rate_cv,0.7995572561043599
A3_no_load_cap,qos,load_cv,0.8055004981108052
A3_no_load_cap,qos,switch_ratio,-0.9468285086163928
A3_no_load_cap,jain,reward_sum,0.7418305911496612
A3_no_load_cap,jain,throughput,0.5715932739916078
A3_no_load_cap,jain,qos,0.9887649717795298
A3_no_load_cap,jain,jain,0.9999999999999998
A3_no_load_cap,jain,rate_cv,0.7747414485260318
A3_no_load_cap,jain,load_cv,0.7729394340355769
A3_no_load_cap,jain,switch_ratio,-0.9435671247376951
A3_no_load_cap,rate_cv,reward_sum,0.37665228721413624
A3_no_load_cap,rate_cv,throughput,0.46630115380605164
A3_no_load_cap,rate_cv,qos,0.7995572561043599
A3_no_load_cap,rate_cv,jain,0.7747414485260319
A3_no_load_cap,rate_cv,rate_cv,1.0
A3_no_load_cap,rate_cv,load_cv,0.8273577163540776
A3_no_load_cap,rate_cv,switch_ratio,-0.789862666762407
A3_no_load_cap,load_cv,reward_sum,0.35577132045279725
A3_no_load_cap,load_cv,throughput,0.3792110492413345
A3_no_load_cap,load_cv,qos,0.805500498110805
A3_no_load_cap,load_cv,jain,0.7729394340355769
A3_no_load_cap,load_cv,rate_cv,0.8273577163540776
A3_no_load_cap,load_cv,load_cv,1.0
A3_no_load_cap,load_cv,switch_ratio,-0.8246112855872303
A3_no_load_cap,switch_ratio,reward_sum,-0.6838115255825121
A3_no_load_cap,switch_ratio,throughput,-0.5616388084133914
A3_no_load_cap,switch_ratio,qos,-0.9468285086163929
A3_no_load_cap,switch_ratio,jain,-0.943567124737695
A3_no_load_cap,switch_ratio,rate_cv,-0.789862666762407
A3_no_load_cap,switch_ratio,load_cv,-0.8246112855872303
A3_no_load_cap,switch_ratio,switch_ratio,0.9999999999999999
A4_no_stability,reward_sum,reward_sum,1.0
A4_no_stability,reward_sum,throughput,0.6786417693393196
A4_no_stability,reward_sum,qos,0.6402469127657825
A4_no_stability,reward_sum,jain,0.7231634068129973
A4_no_stability,reward_sum,rate_cv,0.35301503719201505
A4_no_stability,reward_sum,load_cv,0.04060238609973505
A4_no_stability,reward_sum,switch_ratio,-0.6321378782792975
A4_no_stability,throughput,reward_sum,0.6786417693393196
A4_no_stability,throughput,throughput,1.0
A4_no_stability,throughput,qos,0.6606816812925167
A4_no_stability,throughput,jain,0.6390027596835443
A4_no_stability,throughput,rate_cv,0.5025010991130748
A4_no_stability,throughput,load_cv,0.16263329095522608
A4_no_stability,throughput,switch_ratio,-0.44997154931547256
A4_no_stability,qos,reward_sum,0.6402469127657825
A4_no_stability,qos,throughput,0.6606816812925167
A4_no_stability,qos,qos,1.0
A4_no_stability,qos,jain,0.9526760477570022
A4_no_stability,qos,rate_cv,0.6619026856934993
A4_no_stability,qos,load_cv,0.3591993019283175
A4_no_stability,qos,switch_ratio,-0.5698841488380862
A4_no_stability,jain,reward_sum,0.7231634068129973
A4_no_stability,jain,throughput,0.6390027596835443
A4_no_stability,jain,qos,0.9526760477570023
A4_no_stability,jain,jain,0.9999999999999999
A4_no_stability,jain,rate_cv,0.614631668554491
A4_no_stability,jain,load_cv,0.3266502924381039
A4_no_stability,jain,switch_ratio,-0.677248278470974
A4_no_stability,rate_cv,reward_sum,0.35301503719201505
A4_no_stability,rate_cv,throughput,0.5025010991130748
A4_no_stability,rate_cv,qos,0.6619026856934993
A4_no_stability,rate_cv,jain,0.6146316685544911
A4_no_stability,rate_cv,rate_cv,1.0
A4_no_stability,rate_cv,load_cv,0.4438377205453746
A4_no_stability,rate_cv,switch_ratio,-0.37650433638914893
A4_no_stability,load_cv,reward_sum,0.04060238609973505
A4_no_stability,load_cv,throughput,0.16263329095522605
A4_no_stability,load_cv,qos,0.3591993019283175
A4_no_stability,load_cv,jain,0.32665029243810395
A4_no_stability,load_cv,rate_cv,0.4438377205453746
A4_no_stability,load_cv,load_cv,1.0
A4_no_stability,load_cv,switch_ratio,-0.041560003317047164
