Epoch,Cloud,Macro,Small,UAV
50,0.001966807,0.00471448,0.018267347,0.02184724
51,0.001955437,0.004658028,0.018214564,0.021884007
52,0.001953807,0.004650936,0.01816239,0.021854472
53,0.001943238,0.004659174,0.018110609,0.021795343
54,0.001928328,0.004657156,0.018059889,0.021802055
55,0.001915772,0.00465422,0.018008775,0.021803956
56,0.001903143,0.004651754,0.01795606,0.02173251
57,0.001889621,0.004647783,0.017904307,0.021586806
58,0.001884212,0.004645058,0.017852656,0.02149828
59,0.00187549,0.004643621,0.017799908,0.021583268
60,0.001870081,0.004646447,0.017748965,0.021554091
61,0.001861807,0.004633205,0.01769752,0.021552254
62,0.001854465,0.004627048,0.017645931,0.021551201
63,0.001846927,0.004624852,0.017593768,0.021516265
64,0.001841926,0.004623085,0.017542413,0.021420026
65,0.00183825,0.00462195,0.017491104,0.021418174
66,0.001831818,0.004624705,0.017440659,0.021386903
67,0.001826999,0.004621544,0.017388871,0.021041451
68,0.001820499,0.004626757,0.017337108,0.021030128
69,0.001817558,0.004627271,0.017286117,0.02100911
70,0.001815023,0.004620447,0.017234764,0.020996691
71,0.001809577,0.004624984,0.017209139,0.020974927
72,0.001802573,0.004628655,0.017183603,0.020957055
73,0.001796439,0.004604675,0.017157505,0.020995173
74,0.001787339,0.004617391,0.017132102,0.020953962
75,0.001783054,0.004596627,0.017105512,0.020953725
76,0.001777006,0.004581297,0.017082283,0.02095356
77,0.00177201,0.004580171,0.017057121,0.020945114
78,0.001765961,0.004590111,0.017033166,0.020850376
79,0.00176035,0.004581801,0.017007898,0.020817782
80,0.001756306,0.004601598,0.016984968,0.020851761
81,0.001746202,0.004599185,0.016962893,0.020801562
82,0.001739666,0.004571751,0.016941228,0.020742004
83,0.001734305,0.004574467,0.016917633,0.020724308
84,0.001729701,0.004569218,0.01689604,0.02070857
85,0.001728714,0.004570189,0.016875967,0.020679769
86,0.001724788,0.004559277,0.016855373,0.020694245
87,0.001718499,0.004544017,0.016834073,0.020698628
88,0.00171262,0.004540624,0.016814753,0.020678772
89,0.001708204,0.004536243,0.016793505,0.020510921
90,0.001698618,0.004525877,0.016772274,0.020542701
91,0.001695574,0.004512715,0.01675359,0.020530876
92,0.001690982,0.004510261,0.01673601,0.020564507
93,0.001682487,0.004490611,0.016717238,0.020583913
94,0.00167653,0.004491229,0.016699199,0.020560422
95,0.001672252,0.00449161,0.016681547,0.020576965
96,0.001667613,0.004485949,0.016662861,0.020559576
97,0.001662096,0.004469766,0.016644562,0.020482415
98,0.001658488,0.004465093,0.016627771,0.020456951
99,0.001653164,0.004449797,0.016611855,0.0204299
100,0.001647533,0.004439043,0.016595788,0.020446217
101,0.001641292,0.004435698,0.016580088,0.020502525
102,0.001638894,0.004432556,0.016565674,0.020480353
103,0.001633098,0.00443223,0.016550424,0.020455211
104,0.001627322,0.004433067,0.016533557,0.020439456
105,0.001623648,0.004434628,0.016519945,0.020298797
106,0.00161995,0.004427324,0.016505354,0.020214539
107,0.001615984,0.004422897,0.01649035,0.020222989
108,0.001610514,0.004418307,0.016475032,0.020182737
109,0.001608289,0.004416393,0.016461025,0.020197122
110,0.00160534,0.004421058,0.016447632,0.020071961
111,0.001599925,0.004411321,0.016432125,0.019979653
112,0.001598294,0.004414193,0.016420443,0.019978
113,0.001594892,0.004414348,0.016408881,0.020064504
114,0.001591292,0.004413746,0.016397322,0.020035939
115,0.001590112,0.004413012,0.016386255,0.020007084
116,0.001583619,0.004411911,0.016375305,0.020005503
117,0.001579917,0.004411498,0.01636406,0.020005616
118,0.001575101,0.004410768,0.016354265,0.020008868
119,0.001572306,0.004417112,0.016344465,0.019989703
120,0.001570595,0.004404794,0.016335636,0.019971319
121,0.001568699,0.00437229,0.016327916,0.019956573
122,0.001564585,0.00433791,0.016319697,0.019945297
123,0.001561443,0.004342827,0.016310056,0.019941699
124,0.001559518,0.004338205,0.016301763,0.019897216
125,0.001555592,0.004322047,0.01629483,0.019838335
126,0.001551973,0.004319421,0.016287967,0.019734814
127,0.001548551,0.004304177,0.016280486,0.019659379
128,0.001545983,0.004283811,0.016274722,0.019647952
129,0.001542775,0.004278857,0.016267181,0.019368181
130,0.001540259,0.004270002,0.016261148,0.019378686
131,0.001535569,0.004264509,0.016254975,0.019286353
132,0.001532056,0.004270798,0.016249571,0.019255185
133,0.001526362,0.004275181,0.016244969,0.019244621
134,0.001523324,0.004270566,0.016238501,0.019257564
135,0.00151996,0.004266427,0.016233304,0.019235832
136,0.001516124,0.004264467,0.016227813,0.019223335
137,0.001511355,0.004267298,0.016225181,0.019171612
138,0.00150745,0.004270327,0.016221806,0.019174135
139,0.001504093,0.0042644,0.01621756,0.019113024
140,0.001501415,0.004253989,0.016214722,0.019095899
141,0.001496062,0.004248418,0.016212691,0.019109867
142,0.001492872,0.004218591,0.016210347,0.019100123
143,0.001491849,0.004213278,0.016208821,0.019077776
144,0.001486297,0.00420398,0.016205946,0.019102668
145,0.001483387,0.00420908,0.016203584,0.018859655
146,0.001481867,0.004206137,0.016201863,0.018837329
147,0.001478043,0.004209413,0.016202273,0.018806225
148,0.00147705,0.004181628,0.016203572,0.018815267
149,0.001473053,0.004167184,0.01620305,0.018824487
150,0.001469738,0.004169159,0.016203765,0.018807015
151,0.001467744,0.004155551,0.016204363,0.018783409
152,0.00146071,0.00415049,0.016204943,0.018736582
153,0.001457343,0.004138193,0.016204986,0.018655386
154,0.00145504,0.004137276,0.016207484,0.018637851
155,0.001452351,0.004116783,0.016210679,0.01858131
156,0.001448391,0.004115429,0.016211506,0.018534616
157,0.001440623,0.004120455,0.016213408,0.018557866
158,0.001437162,0.004079854,0.016217131,0.018504378
159,0.001433825,0.004088292,0.016218948,0.018463283
160,0.001431619,0.004088556,0.016222145,0.018462307
161,0.001429464,0.004080485,0.016224892,0.018484761
162,0.001426334,0.004070727,0.016228797,0.018453269
163,0.001422316,0.004075424,0.016232661,0.018452047
164,0.001421169,0.004075804,0.016236088,0.018445792
165,0.001416488,0.004063178,0.016241214,0.018418669
166,0.001413321,0.004057984,0.016246254,0.018397967
167,0.001408793,0.004059332,0.016254661,0.018350676
168,0.001402872,0.004063349,0.016260303,0.018316617
169,0.001401204,0.004067708,0.016266199,0.018299685
170,0.001397959,0.004058781,0.016272866,0.018290615
171,0.001394183,0.004058439,0.016280171,0.018306482
172,0.001392558,0.004044876,0.016286874,0.018303
173,0.001389718,0.004050557,0.016311737,0.01824016
174,0.001386089,0.004057138,0.016337806,0.018135483
175,0.001382148,0.004047636,0.016364161,0.018165204
176,0.001380179,0.004033595,0.016390925,0.018183229
177,0.00137688,0.004028322,0.016418164,0.018162155
178,0.001377495,0.004027663,0.01644527,0.018122333
179,0.001373106,0.00401689,0.016472767,0.018065233
180,0.001370384,0.004008107,0.016501765,0.018134843
181,0.001366345,0.004005451,0.016530154,0.018126574
182,0.001363766,0.004004003,0.016560636,0.018170654
183,0.001358101,0.0040118,0.016589983,0.018166955
184,0.001352755,0.004012911,0.016620624,0.018219325
185,0.001350257,0.004012113,0.016650722,0.018190659
186,0.001347333,0.004010872,0.016682153,0.018184797
187,0.001344815,0.004017246,0.016669512,0.018208889
188,0.001340698,0.004006481,0.01665674,0.01824874
189,0.00134283,0.004002966,0.016644613,0.018347848
190,0.001340298,0.003993283,0.016632529,0.018485299
191,0.001336968,0.004001168,0.01662109,0.018620241
192,0.001334163,0.004005171,0.016609367,0.018630365
193,0.001332942,0.004009132,0.016597591,0.018620414
194,0.001329917,0.004006324,0.016585916,0.018627021
195,0.001327138,0.004004216,0.016575888,0.018640132
196,0.001323332,0.003994799,0.016563462,0.01873057
197,0.001322955,0.003996302,0.016552197,0.018725073
198,0.001317522,0.003995141,0.016540573,0.018739692
199,0.001314439,0.00400299,0.016529761,0.018720151
200,0.001310744,0.004005003,0.016518196,0.018658807
201,0.001308833,0.00400237,0.016507649,0.018595359
202,0.001308215,0.004003828,0.016495044,0.018584722
203,0.00130514,0.003998568,0.016485082,0.018538759
204,0.001302437,0.004001186,0.016474156,0.0185362
205,0.001302103,0.003987919,0.016463344,0.018540823
206,0.001297285,0.003985522,0.01645136,0.018515559
207,0.001295969,0.003985023,0.016440258,0.018488151
208,0.001295946,0.003977934,0.016428924,0.018516364
209,0.001294052,0.003954207,0.016419473,0.018532226
210,0.001290719,0.003956342,0.016409319,0.018556329
211,0.001289077,0.00389944,0.016399198,0.018548812
212,0.001287221,0.003894164,0.016388896,0.018549904
213,0.001283164,0.003861555,0.016377872,0.018546175
214,0.001278926,0.003854631,0.016369076,0.018541263
215,0.001276424,0.003855692,0.01635715,0.018493572
216,0.001275944,0.00382161,0.016347175,0.018502038
217,0.001275251,0.003809794,0.016337652,0.018355839
218,0.001273919,0.003789409,0.01632661,0.018357971
219,0.00127113,0.003782292,0.016316831,0.018338908
220,0.001269959,0.003779307,0.016306661,0.018317172
221,0.00126684,0.003761424,0.01629634,0.018316952
222,0.001267479,0.003756402,0.016285976,0.018284356
223,0.001264785,0.003739516,0.016276385,0.01832646
224,0.001264735,0.003723399,0.016266675,0.018339488
225,0.00126619,0.003726804,0.016254222,0.018239631
226,0.001264404,0.003726761,0.016243331,0.018134979
227,0.001260544,0.003728874,0.016233727,0.018133226
228,0.001257017,0.003721958,0.016224491,0.018043335
229,0.001255309,0.003725406,0.016215326,0.017987409
230,0.001250588,0.003726279,0.0162063,0.017987183
231,0.001248286,0.003723926,0.016197769,0.018093696
232,0.001246384,0.003720322,0.016188722,0.018114764
233,0.001245469,0.003721062,0.016178559,0.018144716
234,0.0012413,0.003709899,0.016168815,0.018130024
235,0.001239909,0.003694394,0.016159576,0.018139498
236,0.00123846,0.003682136,0.016149751,0.01822661
237,0.001235378,0.003683029,0.016138684,0.018215143
238,0.001232069,0.003675359,0.016129949,0.01816038
239,0.001230176,0.003680181,0.016120959,0.018203857
240,0.001225158,0.003653437,0.016111147,0.018207111
241,0.001221911,0.003649068,0.01610165,0.018213586
242,0.001221323,0.003648861,0.016093162,0.018247815
243,0.001219627,0.003642113,0.016083317,0.018223486
244,0.001217765,0.00363438,0.016075017,0.018239334
245,0.001215246,0.003624536,0.016067643,0.018314796
246,0.001211908,0.003626486,0.016059389,0.018302173
247,0.001211077,0.003624601,0.016050824,0.018275681
248,0.001209282,0.003623075,0.016043181,0.018217873
249,0.001204827,0.003623172,0.016035233,0.018205018
250,0.001201679,0.003620802,0.016027516,0.018137492
251,0.001199672,0.003612976,0.016019324,0.018110655
252,0.001197058,0.003609089,0.016011996,0.01803192
253,0.001195257,0.003603035,0.016003505,0.018007908
254,0.001191995,0.003587155,0.015994332,0.017976163
255,0.001190944,0.003580697,0.015986236,0.017931462
256,0.001189346,0.003569341,0.015977302,0.017929252
257,0.001187218,0.003554226,0.015968805,0.017911238
258,0.00118461,0.00355266,0.015959022,0.01791291
259,0.001182102,0.003550123,0.015950516,0.017901372
260,0.001179565,0.003548621,0.015942379,0.017950879
261,0.001176347,0.003542213,0.01593482,0.017937083
262,0.001171934,0.003525079,0.015927273,0.018006662
263,0.001170715,0.003511601,0.015919179,0.017994143
264,0.001168567,0.003514897,0.015911139,0.017959681
265,0.001169244,0.00350575,0.015903841,0.017972146
266,0.00116906,0.00349422,0.015897424,0.017954024
267,0.001167294,0.003486769,0.015887266,0.01795537
268,0.001164184,0.003474962,0.015881164,0.018003017
269,0.001161353,0.003476504,0.015872242,0.017987067
270,0.001160401,0.003479212,0.015865243,0.017896129
271,0.001159012,0.003479716,0.015857316,0.017832108
272,0.001156454,0.003470313,0.015849769,0.017805002
273,0.001152057,0.00345448,0.01584285,0.017663676
274,0.001149483,0.003441625,0.015835878,0.017649296
275,0.001146017,0.003434326,0.015826767,0.017655986
276,0.001142965,0.00343259,0.015819321,0.017643231
277,0.001140755,0.003419315,0.015814079,0.01764224
278,0.001137665,0.003421977,0.015807097,0.017631313
279,0.00113597,0.003421298,0.015799766,0.017597346
280,0.001135312,0.003426288,0.015793544,0.017598027
281,0.001135244,0.003428379,0.01578625,0.017502007
282,0.001132559,0.003422027,0.015778082,0.017461433
283,0.001132246,0.00341985,0.015771407,0.017443176
284,0.001129966,0.003412972,0.015765138,0.017442966
285,0.001126618,0.003396592,0.015756673,0.017510979
286,0.001125663,0.003396583,0.015748509,0.017426065
287,0.001123652,0.00339134,0.0157422,0.017434165
288,0.001120852,0.003377745,0.015734151,0.017434748
289,0.001117454,0.003357309,0.015727758,0.017295096
290,0.001115216,0.003344605,0.015721222,0.017220852
291,0.001114323,0.003324825,0.01571469,0.017232385
292,0.00111341,0.003322507,0.015706833,0.017315391
293,0.001112236,0.003326212,0.015700531,0.017334716
294,0.001109623,0.003328063,0.015692895,0.017325437
295,0.001110571,0.003328115,0.015686443,0.017296673
296,0.001109553,0.003321,0.015680166,0.01730203
297,0.001108311,0.003318049,0.015675361,0.017282796
298,0.001105968,0.003307283,0.015669733,0.017154655
299,0.001107583,0.003300543,0.015662396,0.017132085
300,0.001105144,0.003306787,0.01565728,0.017124662
301,0.00110222,0.003299967,0.015649532,0.017075894
302,0.001100629,0.003294213,0.015643492,0.017083955
303,0.001097325,0.003293794,0.015638401,0.016840411
304,0.001095989,0.003293824,0.015626359,0.016765017
305,0.001092779,0.003283285,0.01561118,0.016729922
306,0.001090968,0.003288631,0.015595169,0.0167338
307,0.001089389,0.00329191,0.015577003,0.016721921
308,0.001085403,0.003296443,0.015557942,0.016694788
309,0.00108422,0.003293955,0.015535288,0.01669789
310,0.001082871,0.003282577,0.015511825,0.01659456
311,0.001079492,0.003276729,0.015486679,0.016580012
312,0.001078826,0.003275753,0.015457452,0.016569568
313,0.001076565,0.003275869,0.015428301,0.016471587
314,0.001072094,0.003273232,0.015397255,0.016466176
315,0.001067912,0.003281531,0.015364113,0.016426199
316,0.001066636,0.003278916,0.015328165,0.016419744
317,0.001066817,0.003257746,0.0152918,0.016364278
318,0.001065357,0.003258305,0.015253387,0.016228989
319,0.001064839,0.003263001,0.015214393,0.016202045
320,0.001062772,0.00326518,0.01517245,0.016174804
321,0.001059336,0.003262731,0.015127727,0.016160116
322,0.001056078,0.003257134,0.01508196,0.01611895
323,0.001055673,0.003258256,0.015034284,0.016132718
324,0.001054723,0.003259334,0.01498409,0.01611461
325,0.001055749,0.003256862,0.014933873,0.016120969
326,0.001056209,0.00325012,0.01488191,0.016145085
327,0.001056509,0.003246958,0.014825945,0.016197681
328,0.001053918,0.003254933,0.0148121,0.016162224
329,0.001054135,0.003256867,0.014803876,0.016112163
330,0.001052289,0.003260676,0.014800333,0.016096155
331,0.001051383,0.003252936,0.014799949,0.016089935
332,0.001047781,0.003255209,0.014803034,0.016086957
333,0.001045353,0.003252421,0.014810368,0.016112189
334,0.001042638,0.003250228,0.014823321,0.016115749
335,0.001039533,0.003252894,0.014838761,0.016103788
336,0.001036848,0.003252617,0.014855469,0.016121667
337,0.001033709,0.003245601,0.014872871,0.016144435
338,0.001031045,0.003244017,0.014890668,0.016159563
339,0.001030651,0.003237408,0.014908141,0.016173585
340,0.001027857,0.003235,0.014925856,0.016149151
341,0.001025341,0.003238845,0.014913718,0.016154314
342,0.001024965,0.003235337,0.014904072,0.016134163
343,0.001022266,0.003236593,0.014892056,0.016104174
344,0.001019862,0.003228043,0.014878633,0.016104863
345,0.0010184,0.003224116,0.01486266,0.016056013
346,0.001018155,0.003224443,0.014846946,0.016052234
347,0.001017236,0.003222962,0.014832094,0.016050737
348,0.001013473,0.003224153,0.014817556,0.016065374
349,0.001010066,0.003219804,0.014802146,0.016060406
350,0.00101061,0.003216306,0.014786982,0.015954585
351,0.001010993,0.003204794,0.014770512,0.015933472
352,0.001007431,0.003199894,0.014753297,0.015900083
353,0.001004939,0.003192341,0.01473619,0.015867029
354,0.001003505,0.003191336,0.014719685,0.015873707
355,0.001001726,0.00316746,0.014700851,0.015884419
356,0.001000602,0.003169222,0.014682411,0.015834354
357,0.001000282,0.003165757,0.014664373,0.015850253
358,0.000997666,0.003152435,0.014643982,0.015839642
359,0.000996521,0.003155956,0.014627299,0.015867976
360,0.000994719,0.00314919,0.014607594,0.015701403
361,0.00099282,0.003147512,0.014588169,0.015675969
362,0.000990624,0.003099169,0.014568338,0.015718963
363,0.000991575,0.003089613,0.014547329,0.015747225
364,0.00099191,0.003080989,0.014526244,0.015775865
365,0.000988336,0.003078946,0.014504782,0.015781618
366,0.000988903,0.003076658,0.014484233,0.015730048
367,0.000988389,0.003075098,0.014462712,0.015739231
368,0.000985681,0.003062854,0.014438501,0.015807349
369,0.00098642,0.003052364,0.014415128,0.015821245
370,0.000983039,0.00304802,0.014391209,0.015860806
371,0.00098154,0.003050105,0.014367374,0.015884253
372,0.000979635,0.003049753,0.014342484,0.015901252
373,0.000977142,0.003037956,0.014318502,0.01580388
374,0.000975937,0.003030865,0.014298284,0.01574559
375,0.000975097,0.003017035,0.014277512,0.01572828
376,0.000975599,0.003015143,0.014256874,0.015747682
377,0.000973508,0.003014277,0.014235271,0.015722601
378,0.000971961,0.003008956,0.014212187,0.015729844
379,0.00097054,0.003014194,0.014190503,0.01573994
380,0.000969823,0.003016385,0.014167812,0.015747388
381,0.000968313,0.003018191,0.014144417,0.015746124
382,0.000967433,0.003009226,0.014123221,0.015945455
383,0.000964244,0.00299893,0.014101223,0.01594706
384,0.000963132,0.002994798,0.014076987,0.015953484
385,0.000964925,0.002994593,0.014054279,0.015954875
386,0.000963719,0.002991819,0.014030252,0.015942296
387,0.000962434,0.00299495,0.0140061,0.015922567
388,0.000963741,0.003002136,0.013981603,0.015868056
389,0.000963569,0.002999845,0.013958343,0.01592467
390,0.000961207,0.00300325,0.013931724,0.015909009
391,0.000961094,0.00299989,0.013906238,0.015873696
392,0.000961574,0.002975703,0.013881509,0.01589434
393,0.000962227,0.002972553,0.013853808,0.015896217
394,0.00096102,0.002970366,0.013827552,0.015908507
395,0.000959039,0.002964105,0.013800745,0.015673999
396,0.000956355,0.002953852,0.013773753,0.015663241
397,0.000954933,0.002931594,0.013745789,0.015656759
398,0.000952262,0.002893136,0.013718459,0.015649638
399,0.000950411,0.002882031,0.01369052,0.015594641
400,0.000947787,0.002873594,0.013664078,0.01559378
401,0.000945851,0.002875051,0.013635962,0.015583298
402,0.000943132,0.002877232,0.013607632,0.015596708
403,0.00094479,0.002871386,0.013581208,0.015573257
404,0.000944,0.002857516,0.013553303,0.015636514
405,0.000942681,0.00285767,0.01352346,0.015646738
406,0.000943074,0.002846128,0.013492947,0.015636398
407,0.000940872,0.002842471,0.013463588,0.015627899
408,0.00094086,0.002842554,0.013432785,0.015589958
409,0.000939543,0.0028361,0.013402127,0.015579004
410,0.000938612,0.00283857,0.013372247,0.015558126
411,0.00093678,0.002835916,0.013341284,0.015554396
412,0.000935219,0.002824882,0.013310779,0.015567674
413,0.000934644,0.002781513,0.013279475,0.015577538
414,0.000932281,0.002774575,0.01324731,0.015548738
415,0.000930123,0.002767136,0.01321745,0.015548071
416,0.00093075,0.002754682,0.013184792,0.015614094
417,0.000930744,0.002748101,0.013151263,0.01563987
418,0.00092999,0.002750372,0.01311928,0.015632338
419,0.000927961,0.002736549,0.013086724,0.015623386
420,0.000926537,0.002720543,0.013052696,0.015672449
421,0.000927131,0.00271437,0.013019546,0.015672012
422,0.000927199,0.002701953,0.01298513,0.015609829
423,0.000924108,0.002702632,0.012948902,0.0155999
424,0.000922753,0.002694987,0.012914051,0.015575596
425,0.000920423,0.002686705,0.012879803,0.015589127
426,0.000918673,0.002685962,0.012844032,0.015601871
427,0.000915991,0.002670043,0.012806482,0.015588151
428,0.000912481,0.002636985,0.01277201,0.015587911
429,0.000910481,0.002638449,0.012734691,0.01560986
430,0.000908583,0.002634152,0.012697158,0.015581206
431,0.000907743,0.00263258,0.012660041,0.015345365
432,0.000904937,0.002634003,0.012622566,0.015362943
433,0.000903387,0.002635672,0.012585478,0.015329526
434,0.000900387,0.002638546,0.012547443,0.015328625
435,0.000899256,0.002638019,0.012509714,0.015355661
436,0.000897375,0.002641451,0.012470839,0.015334177
437,0.000895008,0.002643119,0.012433148,0.015328901
438,0.000893759,0.002639584,0.012393412,0.015385855
439,0.000892246,0.002634387,0.012353911,0.0153615
440,0.000892572,0.00262428,0.012313855,0.015410478
441,0.000893476,0.002624304,0.012273127,0.015356233
442,0.000892863,0.002627333,0.012234103,0.015312952
443,0.000890089,0.002626368,0.012193561,0.015309375
444,0.000889324,0.002628972,0.012152347,0.015283326
445,0.000886014,0.002633843,0.012111902,0.015279831
446,0.0008824,0.002624659,0.012109787,0.015309507
447,0.000879331,0.002615507,0.012108421,0.015375121
448,0.000877211,0.002611912,0.012106693,0.015392986
449,0.000877171,0.00261056,0.012106627,0.015409814
450,0.00087598,0.002612099,0.01210693,0.015409163
451,0.000874345,0.002611302,0.012107223,0.015403177
452,0.000872951,0.002597677,0.01210791,0.015438309
453,0.000873075,0.002592554,0.012108714,0.015471708
454,0.000870936,0.002596135,0.012111706,0.015464891
455,0.000871163,0.002594561,0.0121143,0.015402379
456,0.000870573,0.002592891,0.012116198,0.015424189
457,0.000868968,0.002584108,0.012119158,0.015426223
458,0.000865951,0.002583745,0.012116796,0.015439551
459,0.000864262,0.002581073,0.012114479,0.015486597
460,0.000865826,0.00258069,0.012110908,0.015534101
461,0.000863657,0.002580584,0.012108761,0.015535463
462,0.000861529,0.002581596,0.012106486,0.015546355
463,0.000862033,0.002571189,0.012102932,0.015529813
464,0.000863148,0.002563194,0.01210021,0.015589215
465,0.000861623,0.002559922,0.012097891,0.01559304
466,0.000862272,0.002551306,0.012095149,0.015624645
467,0.000862189,0.002549269,0.01209034,0.015587872
468,0.000861053,0.002545918,0.012086914,0.015572758
469,0.000860833,0.00254081,0.012083879,0.015581417
470,0.000861639,0.002541992,0.01208056,0.015576979
471,0.000861321,0.002544215,0.012077028,0.015584518
472,0.000859666,0.002544886,0.012075185,0.015561959
473,0.000856786,0.002548878,0.012073221,0.015569236
474,0.00085758,0.002548572,0.012070559,0.015585268
475,0.000857657,0.002521694,0.012067542,0.015620377
476,0.000857466,0.002520744,0.012064558,0.015564101
477,0.000855034,0.002519063,0.012060981,0.015580229
478,0.000854702,0.002515752,0.01205814,0.015598353
479,0.00085372,0.002508399,0.012054794,0.015609539
480,0.00085208,0.00250584,0.012052586,0.015630111
481,0.000851641,0.002503527,0.012050675,0.01564805
482,0.000850555,0.002496938,0.012047213,0.015521598
483,0.000849125,0.002484115,0.012043443,0.015534696
484,0.000847176,0.002480064,0.012038823,0.015527867
485,0.000844668,0.002475,0.012036426,0.015543816
486,0.000843025,0.002462184,0.012032849,0.015613692
487,0.000842037,0.002449802,0.012029955,0.015603541
488,0.000843205,0.002442756,0.012027854,0.01562423
489,0.000840597,0.002398907,0.012026082,0.015616398
490,0.000839529,0.002397325,0.012022795,0.015613167
491,0.000837895,0.002362053,0.012021006,0.015604127
492,0.000836337,0.002363498,0.012018821,0.015602169
493,0.000833191,0.002363729,0.012016005,0.015612051
494,0.000832961,0.002363378,0.012013296,0.01565196
495,0.000832222,0.002355305,0.012011104,0.015641845
496,0.000830021,0.002351864,0.012007353,0.015646896
497,0.000828461,0.002353177,0.012004858,0.015606213
498,0.000828288,0.002344538,0.01200134,0.01560636
499,0.000827838,0.002353307,0.011998471,0.015611471
500,0.000826808,0.002351389,0.011994181,0.015588022
501,0.000827021,0.002352473,0.011991547,0.015547136
502,0.000826218,0.002347973,0.011987951,0.015613426
503,0.000826025,0.002333198,0.011985212,0.015599674
504,0.000824938,0.00232518,0.011982648,0.015547116
505,0.000822563,0.002315814,0.011979801,0.015540725
506,0.000821418,0.002290004,0.011976553,0.01554328
507,0.000819774,0.002288973,0.011974974,0.015506792
508,0.000818898,0.002272979,0.011973447,0.015490795
509,0.000819745,0.002259645,0.011972117,0.015501124
510,0.000818683,0.002252286,0.011968635,0.015550229
511,0.000817928,0.002248355,0.011966552,0.01555151
512,0.0008146,0.00224563,0.011964796,0.015562104
513,0.000813238,0.002244833,0.011961861,0.01554689
514,0.000815549,0.002247189,0.011959617,0.015540571
515,0.000814957,0.002251484,0.011958166,0.015530218
516,0.000814646,0.002251841,0.011954247,0.015536255
517,0.000813874,0.002244688,0.011951119,0.015548409
518,0.000813409,0.002248992,0.011948438,0.01555399
519,0.00081428,0.002246148,0.011946274,0.015559571
520,0.000811224,0.002238762,0.011943109,0.015560354
521,0.000809583,0.002235493,0.01193965,0.015557311
522,0.000808056,0.002238905,0.011938274,0.015561307
523,0.000809121,0.002238917,0.011935873,0.015574777
524,0.00080782,0.002240935,0.011932958,0.015518497
525,0.000807014,0.00224167,0.011930661,0.015519154
526,0.000805789,0.00224403,0.011926941,0.015505103
527,0.00080479,0.0022479,0.011926096,0.015528255
528,0.00080465,0.002249202,0.011925104,0.015521079
529,0.000803246,0.002248906,0.011921836,0.015532786
530,0.000803516,0.002246263,0.011920358,0.01552889
531,0.000803095,0.002236384,0.011918037,0.015525546
532,0.000801598,0.002237792,0.011917182,0.015521477
533,0.000800193,0.002239907,0.011916037,0.015518581
534,0.000798794,0.002223539,0.011914606,0.015670353
535,0.000798801,0.002219219,0.011912246,0.0156584
536,0.000797088,0.002216878,0.011911299,0.015712088
537,0.000795935,0.002215922,0.011909491,0.015715262
